headline,pub_date,snippet,web_url,word_count,abstract,section_name,pillar_name,type,byline,keywords,article_id
Scientists warn of need to speed up second jabs in England; France opens vaccines to all; Peru death toll nearly triples after review – as it happened,2021-05-31T23:16:36Z,"<p>UK travellers to France face tighter curbs from Monday; Japan may require Games fans to test negative or show vaccine proof; India reports lowest case numbers since 11 April </p><ul><li><a href=""https://www.theguardian.com/world/2021/may/30/third-wave-of-covid-may-be-under-way-in-uk-scientists-say"">Third wave of Covid may be under way in UK, scientists say</a></li><li><a href=""https://www.theguardian.com/world/2021/may/30/trump-pottinger-mccaul-biden-investigation-covid-origins-china"">Trump allies herald Biden investigation of Covid origins in China</a></li><li><a href=""https://www.theguardian.com/world/2021/may/29/vietnam-discovers-new-hybrid-covid-variant-state-media-reports"">Vietnam says new Covid variant is hybrid of India and UK strains</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",https://www.theguardian.com/world/live/2021/may/31/coronavirus-live-news-japan-olympics-fans-test-india-cases-uk-third-wave,9965,"<p>UK travellers to France face tighter curbs from Monday; Japan may require Games fans to test negative or show vaccine proof; India reports lowest case numbers since 11 April </p><ul><li><a href=""https://www.theguardian.com/world/2021/may/30/third-wave-of-covid-may-be-under-way-in-uk-scientists-say"">Third wave of Covid may be under way in UK, scientists say</a></li><li><a href=""https://www.theguardian.com/world/2021/may/30/trump-pottinger-mccaul-biden-investigation-covid-origins-china"">Trump allies herald Biden investigation of Covid origins in China</a></li><li><a href=""https://www.theguardian.com/world/2021/may/29/vietnam-discovers-new-hybrid-covid-variant-state-media-reports"">Vietnam says new Covid variant is hybrid of India and UK strains</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",World news,News,liveblog,"Edna Mohamed (now), Yohannes Lowe , Lucy Campbell, Haroon Siddique and Helen Livingstone (earlier)","Coronavirus, World news, Olympic Games, Japan, UK news, Australia news, India",world/live/2021/may/31/coronavirus-live-news-japan-olympics-fans-test-india-cases-uk-third-wave
Covid-19 variants to be given Greek alphabet names to avoid stigma,2021-05-31T23:03:53Z,"<p>WHO unveils new names for variants of concern to replace ones linked to where they were discovered</p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",https://www.theguardian.com/world/2021/jun/01/covid-19-variants-to-be-given-greek-alphabet-names-to-avoid-stigma,438,"<p>WHO unveils new names for variants of concern to replace ones linked to where they were discovered</p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",World news,News,article,Edna Mohamed,"Coronavirus, World Health Organization, UK news, World news, Infectious diseases",world/2021/jun/01/covid-19-variants-to-be-given-greek-alphabet-names-to-avoid-stigma
Biden warns US democracy ‘in peril’ as he commemorates America’s war dead,2021-05-31T17:30:24Z,"<p>President calls for empathy in Memorial Day speech and warns that democracy is in danger</p><ul><li><a href=""https://www.theguardian.com/us-news/2021/may/31/tulsa-race-massacre-biden-speech"">Biden urges Americans to reflect on ‘deep roots of racial terror’</a></li></ul>",https://www.theguardian.com/us-news/2021/may/31/joe-biden-memorial-day-speech-warns-democracy-in-peril,605,"<p>President calls for empathy in Memorial Day speech and warns that democracy is in danger</p><ul><li><a href=""https://www.theguardian.com/us-news/2021/may/31/tulsa-race-massacre-biden-speech"">Biden urges Americans to reflect on ‘deep roots of racial terror’</a></li></ul>",US news,News,article,Edward Helmore,"Joe Biden, US news, US politics",us-news/2021/may/31/joe-biden-memorial-day-speech-warns-democracy-in-peril
US gun sales spiked during pandemic and continue to rise ,2021-05-31T15:23:17Z,<p>First-time buyers make up more than one-fifth of Americans who purchased guns amid huge number of firearms already circulating</p>,https://www.theguardian.com/us-news/2021/may/31/us-gun-sales-rise-pandemic,590,<p>First-time buyers make up more than one-fifth of Americans who purchased guns amid huge number of firearms already circulating</p>,US news,News,article,Edward Helmore,"US gun control, US news, US politics, Coronavirus",us-news/2021/may/31/us-gun-sales-rise-pandemic
Pac funded by Trump loyalists targets 10 Republicans who voted to impeach him,2021-05-31T13:43:31Z,<p>America Strong Pac has launched website which features all of the Republican rebels states: ‘Remove the 10 pretenders’</p>,https://www.theguardian.com/us-news/2021/may/31/trump-pac-targets-republicans-voted-to-impeach,319,<p>America Strong Pac has launched website which features all of the Republican rebels states: ‘Remove the 10 pretenders’</p>,US news,News,article,Edward Helmore,"Donald Trump, Republicans, US news, US politics",us-news/2021/may/31/trump-pac-targets-republicans-voted-to-impeach
Four more Oath Keepers indicted for participating in Capitol attack,2021-05-31T13:16:03Z,<p>New indictment is part of a larger criminal conspiracy case that now includes 19 members of the far-right group</p>,https://www.theguardian.com/us-news/2021/may/31/capitol-attack-four-more-oath-keepers-indicted,394,<p>New indictment is part of a larger criminal conspiracy case that now includes 19 members of the far-right group</p>,US news,News,article,Edward Helmore,"US Capitol attack, The far right, US news, US politics",us-news/2021/may/31/capitol-attack-four-more-oath-keepers-indicted
Republican resistance: dissenting Texas leads the anti-Biden charge,2021-05-31T09:00:19Z,<p>California emerged as the bastion of Democratic opposition to Trump. Now Texas is showing it’s ready to do the same to Biden</p>,https://www.theguardian.com/us-news/2021/may/31/texas-republican-resistance-biden-politics,1311,<p>California emerged as the bastion of Democratic opposition to Trump. Now Texas is showing it’s ready to do the same to Biden</p>,US news,News,article,David Smith in Washington,"Texas, US politics, US news, Republicans, Joe Biden, World news",us-news/2021/may/31/texas-republican-resistance-biden-politics
The Plague Year: America in the Time of Covid review – a devastating analysis,2021-05-31T08:00:18Z,<p>Lawrence Wright’s deep research reveals the oversights and errors that fatally hampered the US reponse to Covid</p>,https://www.theguardian.com/books/2021/may/31/the-plague-year-america-in-the-time-of-covid-review-a-devastating-analysis,883,<p>Lawrence Wright’s deep research reveals the oversights and errors that fatally hampered the US reponse to Covid</p>,Books,Arts,article,Andrew Anthony,"Society books, Books, Culture, Politics books, Coronavirus, US news, Donald Trump",books/2021/may/31/the-plague-year-america-in-the-time-of-covid-review-a-devastating-analysis
Covid summer: Fauci warns US not to ‘declare victory’ despite lowest rates in a year,2021-05-31T06:00:16Z,"<p>‘We don’t want to declare victory prematurely,’ expert tells the Guardian while 2021 has seen more global cases than all of 2020</p>",https://www.theguardian.com/us-news/2021/may/31/dr-anthony-fauci-interview-covid-coronavirus-vaccines-summer,1063,"<p>‘We don’t want to declare victory prematurely,’ expert tells the Guardian while 2021 has seen more global cases than all of 2020</p>",US news,News,article,Amanda Holpuch,"US news, Coronavirus, World news, US politics",us-news/2021/may/31/dr-anthony-fauci-interview-covid-coronavirus-vaccines-summer
Monday briefing: Experts warn over third Covid wave,2021-05-31T05:31:10Z,<p>Fears that rise in hospital admissions could leave NHS struggling … the end of Netanyahu? … and sunny skies arrive in time for bank holiday</p>,https://www.theguardian.com/world/2021/may/31/monday-briefing-third-covid-wave,1596,<p>Fears that rise in hospital admissions could leave NHS struggling … the end of Netanyahu? … and sunny skies arrive in time for bank holiday</p>,World news,News,article,Warren Murray,,world/2021/may/31/monday-briefing-third-covid-wave
Italy records lowest deaths since mid-October; UK could make vaccines mandatory for NHS staff – as it happened,2021-05-30T22:53:34Z,"<p>Latest updates: <a href=""https://www.theguardian.com/world/live/2021/may/30/covid-live-news-uk-lockdown-ending-date-keir-starmer-boris-johnson-australia-new-zealand-india-variant-coronavirus?page=with:block-60b3c3ae8f088d8c3178dd25#block-60b3c3ae8f088d8c3178dd25"">Italy reports 44 Covid-related deaths</a>; <a href=""https://www.theguardian.com/world/live/2021/may/30/covid-live-news-uk-lockdown-ending-date-keir-starmer-boris-johnson-australia-new-zealand-india-variant-coronavirus?page=with:block-60b34a0e8f08d486a771760b#block-60b34a0e8f08d486a771760b"">UK government considering mandatory jabs for health workers</a></p><ul><li><a href=""https://www.theguardian.com/world/live/2021/may/30/covid-live-news-uk-lockdown-ending-date-keir-starmer-boris-johnson-australia-new-zealand-india-variant-coronavirus?page=with:block-60b342668f086d71cc15efd6#block-60b342668f086d71cc15efd6"">Malaysia to set up more mega vaccination centres</a></li><li><a href=""https://www.theguardian.com/politics/2021/may/29/keir-starmer-boris-johnsons-chaos-could-hit-june-plan-to-lift-lockdown"">Keir Starmer: Boris Johnson’s chaos could hit June plan to lift lockdown</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",https://www.theguardian.com/world/live/2021/may/30/covid-live-news-uk-lockdown-ending-date-keir-starmer-boris-johnson-australia-new-zealand-india-variant-coronavirus,7472,"<p>Latest updates: <a href=""https://www.theguardian.com/world/live/2021/may/30/covid-live-news-uk-lockdown-ending-date-keir-starmer-boris-johnson-australia-new-zealand-india-variant-coronavirus?page=with:block-60b3c3ae8f088d8c3178dd25#block-60b3c3ae8f088d8c3178dd25"">Italy reports 44 Covid-related deaths</a>; <a href=""https://www.theguardian.com/world/live/2021/may/30/covid-live-news-uk-lockdown-ending-date-keir-starmer-boris-johnson-australia-new-zealand-india-variant-coronavirus?page=with:block-60b34a0e8f08d486a771760b#block-60b34a0e8f08d486a771760b"">UK government considering mandatory jabs for health workers</a></p><ul><li><a href=""https://www.theguardian.com/world/live/2021/may/30/covid-live-news-uk-lockdown-ending-date-keir-starmer-boris-johnson-australia-new-zealand-india-variant-coronavirus?page=with:block-60b342668f086d71cc15efd6#block-60b342668f086d71cc15efd6"">Malaysia to set up more mega vaccination centres</a></li><li><a href=""https://www.theguardian.com/politics/2021/may/29/keir-starmer-boris-johnsons-chaos-could-hit-june-plan-to-lift-lockdown"">Keir Starmer: Boris Johnson’s chaos could hit June plan to lift lockdown</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",World news,News,liveblog,"Nicola Slawson,  Caroline Davies and Maya Wolfe-Robinson","Coronavirus, World news, UK news",world/live/2021/may/30/covid-live-news-uk-lockdown-ending-date-keir-starmer-boris-johnson-australia-new-zealand-india-variant-coronavirus
Neil Finn on the return of Crowded House: ‘I am ultimately very optimistic about the world’,2021-05-30T17:30:01Z,"<p>As the band release their first record in a decade, the New Zealand songwriter reflects on their influences – from Fleetwood Mac to Donald Trump</p>",https://www.theguardian.com/music/2021/may/31/neil-finn-on-the-return-of-crowded-house-i-am-ultimately-very-optimistic-about-the-world,1455,"<p>As the band release their first record in a decade, the New Zealand songwriter reflects on their influences – from Fleetwood Mac to Donald Trump</p>",Music,Arts,article,Nick Buckley,"Music, Pop and rock, New Zealand, Culture, Australia news",music/2021/may/31/neil-finn-on-the-return-of-crowded-house-i-am-ultimately-very-optimistic-about-the-world
Trump allies herald Biden investigation of Covid origins in China,2021-05-30T16:59:34Z,"<ul><li><a href=""https://www.theguardian.com/world/2021/may/30/us-must-share-intelligence-covid-origins-expert-says"">WHO-affiliated expert: US must share Covid inteligence</a><br></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",https://www.theguardian.com/world/2021/may/30/trump-pottinger-mccaul-biden-investigation-covid-origins-china,647,"<ul><li><a href=""https://www.theguardian.com/world/2021/may/30/us-must-share-intelligence-covid-origins-expert-says"">WHO-affiliated expert: US must share Covid inteligence</a><br></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",World news,News,article,Richard Luscombe,"Coronavirus, World news, Biden administration, US foreign policy, China, Asia Pacific, US politics",world/2021/may/30/trump-pottinger-mccaul-biden-investigation-covid-origins-china
Stetson pulls hats from Nashville shop selling Star of David anti-vaccine badges,2021-05-30T16:30:45Z,<p>Owner of HatWRKS appeared to apologize Saturday as protesters outside the store held signs including ‘no Nazis in Nashville’</p>,https://www.theguardian.com/us-news/2021/may/30/stetson-hats-nashville-shop-star-of-david-anti-vaccine-badges,542,<p>Owner of HatWRKS appeared to apologize Saturday as protesters outside the store held signs including ‘no Nazis in Nashville’</p>,US news,News,article,Martin Pengelly,"Nashville, Antisemitism, US news, Hats, Vaccines and immunisation, Coronavirus",us-news/2021/may/30/stetson-hats-nashville-shop-star-of-david-anti-vaccine-badges
