headline,pub_date,snippet,web_url,word_count,abstract,section_name,pillar_name,type,byline,keywords,article_id
Republican senator David Perdue to quarantine after Covid-19 exposure,2020-12-31T22:40:04Z,<p>Exposure will prevent him from campaigning in final days before fiercely-contested Georgia runoff election</p>,https://www.theguardian.com/us-news/2020/dec/31/david-perdue-covid-19-exposure-georgia-senate-runoff,294,<p>Exposure will prevent him from campaigning in final days before fiercely-contested Georgia runoff election</p>,US news,News,article,Lauren Gambino in Washington,"Georgia, Coronavirus, US politics, US news",us-news/2020/dec/31/david-perdue-covid-19-exposure-georgia-senate-runoff
Joe Biden to hold national memorial service for US Covid victims,2020-12-31T19:54:24Z,<ul><li>Lighting ceremony to take place on eve of inauguration</li><li>Cities and towns invited to join in with illuminations and bells</li></ul>,https://www.theguardian.com/us-news/2020/dec/31/joe-biden-national-memorial-service-covid-victims,350,<ul><li>Lighting ceremony to take place on eve of inauguration</li><li>Cities and towns invited to join in with illuminations and bells</li></ul>,US news,News,article,Lauren Gambino in Washington,"Joe Biden, Coronavirus, US news",us-news/2020/dec/31/joe-biden-national-memorial-service-covid-victims
Fauci calls for extra resources as US misses Covid vaccination target,2020-12-31T19:41:34Z,<ul><li>Expert calls missed target of 20m inoculations ‘disappointing’</li><li>Senior citizens wait outside overnight for vaccine in Florida</li></ul>,https://www.theguardian.com/world/2020/dec/31/fauci-us-government-coronavirus-vaccinate-americans,1078,<ul><li>Expert calls missed target of 20m inoculations ‘disappointing’</li><li>Senior citizens wait outside overnight for vaccine in Florida</li></ul>,World news,News,article,Amanda Holpuch in New York and agency,"Coronavirus, US news, World news, US politics",world/2020/dec/31/fauci-us-government-coronavirus-vaccinate-americans
Trump returns to Washington early as allies plot challenge to Biden victory,2020-12-31T18:55:23Z,<p>President cuts short Mar-a-Lago trip as Republican senator says he will formally object to electoral college result next Wednesday</p>,https://www.theguardian.com/us-news/2020/dec/31/trump-washington-republicans-challenge-biden-victory,802,<p>President cuts short Mar-a-Lago trip as Republican senator says he will formally object to electoral college result next Wednesday</p>,US news,News,article,Lauren Gambino in Washington,"Donald Trump, US politics, US news, World news, US Senate, US Congress",us-news/2020/dec/31/trump-washington-republicans-challenge-biden-victory
"The Guardian view on Covid science: cooperation, not just competition",2020-12-31T18:46:06Z,<p>Scientists should follow the example of the Chinese professor whose selfless decision to share his breakthrough led to the medical miracle of a vaccine</p>,https://www.theguardian.com/commentisfree/2020/dec/31/the-guardian-view-on-covid-science-cooperation-not-just-competition,397,<p>Scientists should follow the example of the Chinese professor whose selfless decision to share his breakthrough led to the medical miracle of a vaccine</p>,Opinion,Opinion,article,Editorial,"Coronavirus, Medical research, Infectious diseases, Microbiology, Science, Biology, China, World news, Asia Pacific",commentisfree/2020/dec/31/the-guardian-view-on-covid-science-cooperation-not-just-competition
The forgettable sex life of the anglerfish,2020-12-31T18:08:17Z,<p>Immigration | Vaccinations | Donald Trump | Lockdown lectures | Renaming the Severn Bridge</p>,https://www.theguardian.com/environment/2020/dec/31/the-forgettable-sex-life-of-the-anglerfish,308,<p>Immigration | Vaccinations | Donald Trump | Lockdown lectures | Renaming the Severn Bridge</p>,Environment,News,article,Letters,"Fish, Coronavirus, Vaccines and immunisation, Immigration and asylum, Donald Trump, Health, Environment, Wildlife",environment/2020/dec/31/the-forgettable-sex-life-of-the-anglerfish
Joe Biden to have new Secret Service team amid concern about Trump loyalty,2020-12-31T16:48:00Z,<ul><li>Agents familiar from time as vice-president to return</li><li>Some members of detail reportedly discouraged mask-wearing</li></ul>,https://www.theguardian.com/us-news/2020/dec/31/joe-biden-secret-service-team-trump-loyalty,399,<ul><li>Agents familiar from time as vice-president to return</li><li>Some members of detail reportedly discouraged mask-wearing</li></ul>,US news,News,article,Victoria Bekiempis in New York,"Joe Biden, Secret Service, US news",us-news/2020/dec/31/joe-biden-secret-service-team-trump-loyalty
James Graham reveals Covid crisis accelerated Elton John musical collaboration,2020-12-31T13:12:11Z,<p>Writer says singer’s cancelled farewell tour resulted in ‘real progress’ on stage project</p>,https://www.theguardian.com/stage/2020/dec/31/james-graham-reveals-covid-crisis-accelerated-elton-john-musical-collaboration,869,<p>Writer says singer’s cancelled farewell tour resulted in ‘real progress’ on stage project</p>,Stage,Arts,article,Mark Brown Arts correspondent,"Musicals, Culture, Theatre, Arts policy, Stage, James Graham, Elton John, UK news",stage/2020/dec/31/james-graham-reveals-covid-crisis-accelerated-elton-john-musical-collaboration
This year I achieved nothing. All I discovered were the limits of my unambition,2020-12-31T13:00:41Z,"<p>Did I waste one of the great self-improvement opportunities of my life playing video games, getting into craft beer and cleaning the bathroom too much?</p>",https://www.theguardian.com/lifeandstyle/2020/dec/31/this-year-i-achieved-nothing-all-i-discovered-were-the-limits-of-my-unambition,1038,"<p>Did I waste one of the great self-improvement opportunities of my life playing video games, getting into craft beer and cleaning the bathroom too much?</p>",Life and style,Lifestyle,article,Joel Golby,"Life and style, Health & wellbeing",lifeandstyle/2020/dec/31/this-year-i-achieved-nothing-all-i-discovered-were-the-limits-of-my-unambition
Congressman-elect Kai Kahele represents an 'awakened generation' of Native Hawaiians,2020-12-31T11:30:39Z,"<p>Kahele was happy as a working pilot, he tells the Guardian, when a family loss turned his life towards politics </p>",https://www.theguardian.com/us-news/2020/dec/31/congressman-elect-kai-kahele-native-hawaiians,1335,"<p>Kahele was happy as a working pilot, he tells the Guardian, when a family loss turned his life towards politics </p>",US news,News,article,Nina Lakhani,"Hawaii, US news, US politics, US Congress, Democrats, Deb Haaland",us-news/2020/dec/31/congressman-elect-kai-kahele-native-hawaiians
"First Thing: McConnell thwarts hopes of higher relief payments, as eyes turn to Georgia",2020-12-31T11:09:15Z,"<p>Mitch McConnell said attempts to increase relief checks to $2,000 had ‘no realistic path’ forward, as Democrats prepare to bring out the big guns in Georgia. Plus, police were warned the Nashville bomber was making explosives</p><ul><li><strong><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Don’t already get First Thing in your inbox? Sign up here</a></strong></li></ul>",https://www.theguardian.com/us-news/2020/dec/31/first-thing-mcconnell-thwarts-hopes-of-higher-relief-payments-as-eyes-turn-to-georgia,1044,"<p>Mitch McConnell said attempts to increase relief checks to $2,000 had ‘no realistic path’ forward, as Democrats prepare to bring out the big guns in Georgia. Plus, police were warned the Nashville bomber was making explosives</p><ul><li><strong><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Don’t already get First Thing in your inbox? Sign up here</a></strong></li></ul>",US news,News,article,Molly Blackall,,us-news/2020/dec/31/first-thing-mcconnell-thwarts-hopes-of-higher-relief-payments-as-eyes-turn-to-georgia
