headline,pub_date,snippet,web_url,word_count,abstract,section_name,pillar_name,type,byline,keywords,article_id
Coronavirus live: China facing worst outbreak in months – as it happened,2021-07-31T23:01:49Z,"<p>Delta variant blamed for <a href=""https://www.theguardian.com/world/live/2021/jul/31/coronavirus-live-uk-businesses-warned-over-no-jab-no-job-policies-record-tally-of-cases-in-thailand?page=with:block-610576538f089093df8701b9#block-610576538f089093df8701b9"">rise in cases in 14 provinces</a>; UK r<a href=""https://www.theguardian.com/world/live/2021/jul/31/coronavirus-live-uk-businesses-warned-over-no-jab-no-job-policies-record-tally-of-cases-in-thailand?page=with:block-6105687b8f0892081f6c8381#block-6105687b8f0892081f6c8381"">ecords a further 71 deaths</a></p><ul><li><a href=""https://www.theguardian.com/world/2021/jul/31/uk-can-expect-thousands-of-covid-deaths-every-year-warn-scientists"">UK can expect thousands of Covid deaths every year, warn scientists</a></li><li><a href=""https://www.theguardian.com/world/2021/jul/31/covid-coronavirus-vaccination-us-media-white-house"">US vaccinations rise but White House frustrated with media ‘alarmism’</a></li><li><a href=""https://www.theguardian.com/world/2021/jul/29/thailand-bangkok-warehouse-turned-into-1800-bed-hospital-as-covid-crisis-worsens#"">Bangkok warehouse turned into 1,800-bed hospital as crisis worsens</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",https://www.theguardian.com/world/live/2021/jul/31/coronavirus-live-uk-businesses-warned-over-no-jab-no-job-policies-record-tally-of-cases-in-thailand,6655,"<p>Delta variant blamed for <a href=""https://www.theguardian.com/world/live/2021/jul/31/coronavirus-live-uk-businesses-warned-over-no-jab-no-job-policies-record-tally-of-cases-in-thailand?page=with:block-610576538f089093df8701b9#block-610576538f089093df8701b9"">rise in cases in 14 provinces</a>; UK r<a href=""https://www.theguardian.com/world/live/2021/jul/31/coronavirus-live-uk-businesses-warned-over-no-jab-no-job-policies-record-tally-of-cases-in-thailand?page=with:block-6105687b8f0892081f6c8381#block-6105687b8f0892081f6c8381"">ecords a further 71 deaths</a></p><ul><li><a href=""https://www.theguardian.com/world/2021/jul/31/uk-can-expect-thousands-of-covid-deaths-every-year-warn-scientists"">UK can expect thousands of Covid deaths every year, warn scientists</a></li><li><a href=""https://www.theguardian.com/world/2021/jul/31/covid-coronavirus-vaccination-us-media-white-house"">US vaccinations rise but White House frustrated with media ‘alarmism’</a></li><li><a href=""https://www.theguardian.com/world/2021/jul/29/thailand-bangkok-warehouse-turned-into-1800-bed-hospital-as-covid-crisis-worsens#"">Bangkok warehouse turned into 1,800-bed hospital as crisis worsens</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",World news,News,liveblog,Nadeem Badshah (now) and Damien Gayle (earlier),"World news, Coronavirus, UK news",world/live/2021/jul/31/coronavirus-live-uk-businesses-warned-over-no-jab-no-job-policies-record-tally-of-cases-in-thailand
Rudy Giuliani says ‘I committed no crime’ while working for Trump,2021-07-31T19:44:32Z,<ul><li>Former New York mayor makes unprompted assertion to NBC</li><li>Giuliani under federal investigation over dealings in Ukraine</li></ul>,https://www.theguardian.com/us-news/2021/jul/31/rudy-giuliani-donald-trump-attorney,521,<ul><li>Former New York mayor makes unprompted assertion to NBC</li><li>Giuliani under federal investigation over dealings in Ukraine</li></ul>,US news,News,article,Martin Pengelly,"Rudy Giuliani, US politics, Donald Trump, US news, World news",us-news/2021/jul/31/rudy-giuliani-donald-trump-attorney
I’ve been watching Nigel Farage on GB News so you don’t have to. Consider yourself lucky,2021-07-31T18:00:35Z,The struggling channel is more talked about than watched. The solution: a show from the ex-Ukip leader,https://www.theguardian.com/commentisfree/2021/jul/31/ive-been-watching-nigel-farage-gb-news-so-you-dont-have-to,1012,The struggling channel is more talked about than watched. The solution: a show from the ex-Ukip leader,Opinion,Opinion,article,Catherine Bennett,"GB News, Nigel Farage, Media, Andrew Neil, Immigration and asylum, UK news",commentisfree/2021/jul/31/ive-been-watching-nigel-farage-gb-news-so-you-dont-have-to
Trump tries to defend ‘just say the election was corrupt’ demand,2021-07-31T17:15:13Z,"<ul><li>Ex-president claims he was not trying to subvert democracy</li><li>Trump restates election lie that fraud to blame for Biden win</li><li><a href=""https://www.theguardian.com/us-news/2021/jul/31/rudy-giuliani-donald-trump-attorney"">Giuliani: ‘I committed no crime’ while working for Trump</a></li><li><a href=""https://www.theguardian.com/commentisfree/2021/jul/27/jim-jordan-republican-capitol-attack-insurrection-house-select-committee"">What did Jim Jordan know about the insurrection and when?</a></li></ul>",https://www.theguardian.com/us-news/2021/jul/31/trump-election-corrupt-claim-doj-fruad,764,"<ul><li>Ex-president claims he was not trying to subvert democracy</li><li>Trump restates election lie that fraud to blame for Biden win</li><li><a href=""https://www.theguardian.com/us-news/2021/jul/31/rudy-giuliani-donald-trump-attorney"">Giuliani: ‘I committed no crime’ while working for Trump</a></li><li><a href=""https://www.theguardian.com/commentisfree/2021/jul/27/jim-jordan-republican-capitol-attack-insurrection-house-select-committee"">What did Jim Jordan know about the insurrection and when?</a></li></ul>",US news,News,article,Martin Pengelly in New York,"Donald Trump, US politics, US news, World news",us-news/2021/jul/31/trump-election-corrupt-claim-doj-fruad
"SA Cosby: ‘The holy trinity of southern fiction is race, class and sex’",2021-07-31T16:00:34Z,"<p>The bestselling Virginia crime writer on getting his big break, what southern fiction means to him, and setting his next murder mystery right after Trump is elected</p>",https://www.theguardian.com/books/2021/jul/31/sa-cosby-the-holy-trinity-of-southern-fiction-is-race-class-and-sex,1065,"<p>The bestselling Virginia crime writer on getting his big break, what southern fiction means to him, and setting his next murder mystery right after Trump is elected</p>",Books,Arts,article,Ashish Ghadiali,"Crime fiction, Books, Culture, Fiction",books/2021/jul/31/sa-cosby-the-holy-trinity-of-southern-fiction-is-race-class-and-sex
On my radar: Domhnall Gleeson’s cultural highlights,2021-07-31T14:00:31Z,"<p>The actor on an exhibition that’s like a rave, the best crispy chicken and why he’s having to take a break from Kazuo Ishiguro’s latest</p>",https://www.theguardian.com/culture/2021/jul/31/on-my-radar-domhnall-gleeson-cultural-highlights,897,"<p>The actor on an exhibition that’s like a rave, the best crispy chicken and why he’s having to take a break from Kazuo Ishiguro’s latest</p>",Culture,Arts,article,Killian Fox,"Culture, Restaurants, Art, Theatre, Television, Music",culture/2021/jul/31/on-my-radar-domhnall-gleeson-cultural-highlights
US vaccinations rise but White House frustrated with media ‘alarmism’,2021-07-31T13:47:12Z,"<p>Officials say some coverage over Delta variant has been misleading and focus should be on encouraging people to accept vaccines</p><ul><li><a href=""https://www.theguardian.com/world/2021/jul/31/masks-covid-coronavirus-cdc-guidance"">Mask wars: CDC guidance renews tensions across US</a></li></ul>",https://www.theguardian.com/world/2021/jul/31/covid-coronavirus-vaccination-us-media-white-house,801,"<p>Officials say some coverage over Delta variant has been misleading and focus should be on encouraging people to accept vaccines</p><ul><li><a href=""https://www.theguardian.com/world/2021/jul/31/masks-covid-coronavirus-cdc-guidance"">Mask wars: CDC guidance renews tensions across US</a></li></ul>",World news,News,article,Edward Helmore,"Coronavirus, US news, World news",world/2021/jul/31/covid-coronavirus-vaccination-us-media-white-house
"As an author, I felt useless in the pandemic. So I trained to be a vaccinator",2021-07-31T09:00:25Z,"<p>Inspired by a desire to be good and help others during the pandemic, novelist Sarah Perry trained to vaccinate people. But what does it mean to be good when there is so much bad faith?</p>",https://www.theguardian.com/books/2021/jul/31/as-an-author-i-felt-useless-in-the-pandemic-so-i-trained-to-be-a-vaccinator,2352,"<p>Inspired by a desire to be good and help others during the pandemic, novelist Sarah Perry trained to vaccinate people. But what does it mean to be good when there is so much bad faith?</p>",Books,Arts,article,Sarah Perry,"Books, Medical research, Coronavirus, Infectious diseases, Sarah Perry, Culture, Science, Vaccines and immunisation, Health, Society",books/2021/jul/31/as-an-author-i-felt-useless-in-the-pandemic-so-i-trained-to-be-a-vaccinator
Should we shame the anti-vaxxers? That can only backfire,2021-07-31T08:00:25Z,"<p>‘If they’re dumb enough not to get the vaccine, let them get sick,’ some thought. Now we know everyone would suffer</p>",https://www.theguardian.com/commentisfree/2021/jul/31/shame-anti-vaxxers-dumb-sick,908,"<p>‘If they’re dumb enough not to get the vaccine, let them get sick,’ some thought. Now we know everyone would suffer</p>",Opinion,Opinion,article,Emma Brockes,"Vaccines and immunisation, Coronavirus, Health, US news, World news, Society",commentisfree/2021/jul/31/shame-anti-vaxxers-dumb-sick
Justice department tells IRS to hand Trump tax returns to Congress – as it happened,2021-07-31T00:07:02Z,"<p>• <a href=""https://www.theguardian.com/us-news/2021/jul/30/donald-trump-tax-returns-irs-congress-doj"">IRS must give Trump tax returns to ways and means committee</a></p><p>• <a href=""https://www.theguardian.com/us-news/live/2021/jul/30/congress-eviction-moratorium-us-politics-biden-democrats-republicans-latest-news?page=with:block-61041e3b8f089093df86f38f#block-61041e3b8f089093df86f38f"">Notes show Trump pressed DoJ officials to call election corrupt</a></p>",https://www.theguardian.com/us-news/live/2021/jul/30/congress-eviction-moratorium-us-politics-biden-democrats-republicans-latest-news,5803,"<p>• <a href=""https://www.theguardian.com/us-news/2021/jul/30/donald-trump-tax-returns-irs-congress-doj"">IRS must give Trump tax returns to ways and means committee</a></p><p>• <a href=""https://www.theguardian.com/us-news/live/2021/jul/30/congress-eviction-moratorium-us-politics-biden-democrats-republicans-latest-news?page=with:block-61041e3b8f089093df86f38f#block-61041e3b8f089093df86f38f"">Notes show Trump pressed DoJ officials to call election corrupt</a></p>",US news,News,liveblog,Gabrielle Canon in San Francisco (now) and Joan E Greve in Washington and Martin Pengelly in New York (earlier),"US news, US politics, Joe Biden, Democrats, Republicans, US Congress",us-news/live/2021/jul/30/congress-eviction-moratorium-us-politics-biden-democrats-republicans-latest-news
