headline,pub_date,snippet,web_url,word_count,abstract,section_name,pillar_name,type,byline,keywords,article_id
Biden to restrict travel from India to US due to rise in Covid-19 cases,2021-04-30T23:12:43Z,"<p>India’s healthcare system has been overwhelmed by the latest surge, with 386,452 new cases – which may be an undercount</p>",https://www.theguardian.com/us-news/2021/apr/30/biden-us-india-travel-coronavirus,503,"<p>India’s healthcare system has been overwhelmed by the latest surge, with 386,452 new cases – which may be an undercount</p>",US news,News,article,Guardian staff and agency,"Biden administration, Coronavirus, India, US news, South and central Asia, US politics",us-news/2021/apr/30/biden-us-india-travel-coronavirus
Coronavirus live: US expected to announce new travel rules for India; record daily deaths in Turkey – as it happened,2021-04-30T23:08:12Z,"<p>Johnson &amp; Johnson’s vaccine has been <a href=""https://www.theguardian.com/world/live/2021/apr/30/coronavirus-live-news-emergency-supplies-from-us-arrive-in-india-uk-cuts-international-aid-by-almost-a-third?page=with:block-608c11588f08658e7200cdb4#block-608c11588f08658e7200cdb4"">approved for use on pregnant women in South Africa</a></p><ul><li><a href=""https://www.theguardian.com/world/2021/apr/30/covid-victims-overwhelm-delhi-crematoriums"">Grief and anger as Covid victims overwhelm Delhi’s crematoriums</a> </li><li><a href=""https://www.theguardian.com/society/2021/apr/30/is-russias-covid-vaccine-anything-more-than-a-political-weapon-sputnik-v"">Is Russia’s Covid vaccine anything more than a political weapon?</a></li><li><a href=""https://www.theguardian.com/world/2021/apr/30/how-continental-europe-is-emerging-from-covid-lockdown"">How continental Europe is emerging from Covid lockdown</a></li><li><a href=""https://www.theguardian.com/world/2021/apr/29/rapid-spread-of-india-covid-variant-in-uk-is-worrying-say-scientists"">Rapid spread of India variant in UK is ‘worrying’, say scientists</a></li></ul>",https://www.theguardian.com/world/live/2021/apr/30/coronavirus-live-news-emergency-supplies-from-us-arrive-in-india-uk-cuts-international-aid-by-almost-a-third,10747,"<p>Johnson &amp; Johnson’s vaccine has been <a href=""https://www.theguardian.com/world/live/2021/apr/30/coronavirus-live-news-emergency-supplies-from-us-arrive-in-india-uk-cuts-international-aid-by-almost-a-third?page=with:block-608c11588f08658e7200cdb4#block-608c11588f08658e7200cdb4"">approved for use on pregnant women in South Africa</a></p><ul><li><a href=""https://www.theguardian.com/world/2021/apr/30/covid-victims-overwhelm-delhi-crematoriums"">Grief and anger as Covid victims overwhelm Delhi’s crematoriums</a> </li><li><a href=""https://www.theguardian.com/society/2021/apr/30/is-russias-covid-vaccine-anything-more-than-a-political-weapon-sputnik-v"">Is Russia’s Covid vaccine anything more than a political weapon?</a></li><li><a href=""https://www.theguardian.com/world/2021/apr/30/how-continental-europe-is-emerging-from-covid-lockdown"">How continental Europe is emerging from Covid lockdown</a></li><li><a href=""https://www.theguardian.com/world/2021/apr/29/rapid-spread-of-india-covid-variant-in-uk-is-worrying-say-scientists"">Rapid spread of India variant in UK is ‘worrying’, say scientists</a></li></ul>",World news,News,liveblog,"Nadeem Badshah (now); Yohannes Lowe, Kevin Rawlinson, Martin Belam and Helen Sullivan (earlier)","Coronavirus, World news",world/live/2021/apr/30/coronavirus-live-news-emergency-supplies-from-us-arrive-in-india-uk-cuts-international-aid-by-almost-a-third
Jill Biden lets cat out of the bag: White House dogs to have new feline friend,2021-04-30T18:09:34Z,<ul><li>New pet will be adopted from a rescue shelter</li><li>Biden’s dog Major has had training to to cope with cats</li></ul>,https://www.theguardian.com/us-news/2021/apr/30/cat-white-house-jill-joe-biden-pet,385,<ul><li>New pet will be adopted from a rescue shelter</li><li>Biden’s dog Major has had training to to cope with cats</li></ul>,US news,News,article,Joanna Walters,"Joe Biden, Jill Biden, Pets, Dogs, Life and style, Animals, US news",us-news/2021/apr/30/cat-white-house-jill-joe-biden-pet
Restorationists urge Jill Biden to erase Melania Trump’s Rose Garden makeover,2021-04-30T17:53:58Z,"<p>A petition, signed by more than 54,000 people, calls on Biden to return the garden to its ‘former glory’ as Jacqueline Kennedy designed</p>",https://www.theguardian.com/us-news/2021/apr/30/white-house-rose-garden-jill-biden-melania-trump,431,"<p>A petition, signed by more than 54,000 people, calls on Biden to return the garden to its ‘former glory’ as Jacqueline Kennedy designed</p>",US news,News,article,Edward Helmore,"Jill Biden, Melania Trump, The Kennedys, US news, US politics, Trump administration, Biden administration, Design",us-news/2021/apr/30/white-house-rose-garden-jill-biden-melania-trump
Austin voters to decide on restoring rules criminalizing homeless activities,2021-04-30T17:14:24Z,"<p>A proposition on Saturday’s ballot would impose fines for behavior such as camping, panhandling and sleeping outdoors</p>",https://www.theguardian.com/us-news/2021/apr/30/austin-homeless-criminalize-proposition-b-texas,834,"<p>A proposition on Saturday’s ballot would impose fines for behavior such as camping, panhandling and sleeping outdoors</p>",US news,News,article,Alexandra Villarreal in Austin,"Austin, Homelessness, Texas, US news",us-news/2021/apr/30/austin-homeless-criminalize-proposition-b-texas
"The Guardian view on Biden’s 100 days: going big, but not big enough",2021-04-30T16:51:29Z,"<p>The US president is right to spend, but shrinking the federal deficit is not the priority</p>",https://www.theguardian.com/commentisfree/2021/apr/30/the-guardian-view-on-biden-100-days-going-big-but-not-big-enough,659,"<p>The US president is right to spend, but shrinking the federal deficit is not the priority</p>",Opinion,Opinion,article,Editorial,"Joe Biden, US politics, US economy, Economics, Business",commentisfree/2021/apr/30/the-guardian-view-on-biden-100-days-going-big-but-not-big-enough
"Climate crisis: our children face wars over food and water, EU deputy warns",2021-04-30T15:38:13Z,<p><strong>Exclusive:</strong> Frans Timmermans says older people need to make sacrifices to protect the future<br></p>,https://www.theguardian.com/environment/2021/apr/30/climate-crisis-we-must-make-sacrifices-to-avoid-future-wars-says-eu-deputy-frans-timmermans,1034,<p><strong>Exclusive:</strong> Frans Timmermans says older people need to make sacrifices to protect the future<br></p>,Environment,News,article,Fiona Harvey,"Green politics, Climate crisis, European Union, Fossil fuels, Environment, Energy, Greenhouse gas emissions, World news, Europe",environment/2021/apr/30/climate-crisis-we-must-make-sacrifices-to-avoid-future-wars-says-eu-deputy-frans-timmermans
Guardian style guide: R,2021-04-30T13:41:48Z,"<p>‘Say all you have to say in the fewest possible words, or your reader will be sure to skip them; and in the plainest possible words, or he will certainly misunderstand them.’ <strong>John Ruskin</strong></p>",https://www.theguardian.com/guardian-style-guide-r,2799,"<p>‘Say all you have to say in the fewest possible words, or your reader will be sure to skip them; and in the plainest possible words, or he will certainly misunderstand them.’ <strong>John Ruskin</strong></p>",Info,News,article,,Information,info/2025/apr/22/guardian-style-guide-r
Biden urged to end US aid ‘abortion ban’ ,2021-04-30T13:41:44Z,<p>More than 140 rights groups call for repeal of 1973 Helms amendment widely misinterpreted as total ban on funding abortion services overseas</p>,https://www.theguardian.com/global-development/2021/apr/30/biden-urged-to-repeal-helms-amendment-allow-us-aid-fund-abortion,428,<p>More than 140 rights groups call for repeal of 1973 Helms amendment widely misinterpreted as total ban on funding abortion services overseas</p>,Global development,News,article,Liz Ford,"Reproductive rights, Women's rights and gender equality, Global development, World news, US news, Abortion, Health, Society, Life and style, Biden administration, Joe Biden, Amnesty International, Women",global-development/2021/apr/30/biden-urged-to-repeal-helms-amendment-allow-us-aid-fund-abortion
Guardian style guide: P,2021-04-30T13:40:50Z,<p>‘When is misuse not misuse? When everybody does it.’ <strong>Steven Pinker</strong></p>,https://www.theguardian.com/guardian-style-guide-p,5348,<p>‘When is misuse not misuse? When everybody does it.’ <strong>Steven Pinker</strong></p>,Info,News,article,,Information,info/2025/apr/22/guardian-style-guide-p
