headline,pub_date,snippet,web_url,word_count,abstract,section_name,pillar_name,type,byline,keywords,article_id
Russia-Ukraine war live: Putin annexes Ukrainian regions; Kyiv applies for Nato membership – as it happened,2022-09-30T22:05:43Z,"<p>Volodymyr Zelenskiy makes the announcement hours after Russia declares annexation of Kherson, Zaporizhzhia, Donetsk and Luhansk. This blog is now closed</p><ul><li><a href=""https://www.theguardian.com/world/2022/sep/30/putin-russia-war-annexes-ukraine-regions"">Putin annexes four regions of Ukraine in major escalation of Russia’s war</a></li></ul>",https://www.theguardian.com/world/live/2022/sep/30/russia-ukraine-war-live-news-biden-and-zelenskiy-reject-expected-annexations-ahead-of-putin-speech,15186,"<p>Volodymyr Zelenskiy makes the announcement hours after Russia declares annexation of Kherson, Zaporizhzhia, Donetsk and Luhansk. This blog is now closed</p><ul><li><a href=""https://www.theguardian.com/world/2022/sep/30/putin-russia-war-annexes-ukraine-regions"">Putin annexes four regions of Ukraine in major escalation of Russia’s war</a></li></ul>",World news,News,liveblog,"Maya Yang (now); Léonie Chao-Fong, Martin Belam and Rebecca Ratcliffe (earlier)","Ukraine, Russia, Europe, World news, Joe Biden, Volodymyr Zelenskyy, Vladimir Putin",world/live/2022/sep/30/russia-ukraine-war-live-news-biden-and-zelenskiy-reject-expected-annexations-ahead-of-putin-speech
Pelosi reportedly resisted Democrats’ effort to impeach Trump on January 6 – as it happened,2022-09-30T20:09:13Z,"<ul><li>Intercept says speaker rejected immediate push to impeach</li><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Sign up to receive First Thing – our daily briefing by email</a></li></ul>",https://www.theguardian.com/us-news/live/2022/sep/30/jan-6-trump-impeachment-pelosi-biden-kbj-funding-bill-politics-latest,4018,"<ul><li>Intercept says speaker rejected immediate push to impeach</li><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Sign up to receive First Thing – our daily briefing by email</a></li></ul>",US news,News,liveblog,Chris Stein in Washington,"US politics, Nancy Pelosi, Democrats, US news, World news, Donald Trump, US Capitol attack, House of Representatives, Republicans, US Senate, US Congress",us-news/live/2022/sep/30/jan-6-trump-impeachment-pelosi-biden-kbj-funding-bill-politics-latest
‘I will not’: how Julia Gillard’s words of white-hot anger reverberated around the world,2022-09-30T20:00:51Z,"<p>Ten years on from the misogyny speech, <strong>Katharine Murphy</strong> reflects on how it was framed at the time – and what has been gained since</p><ul><li>Get our <a href=""https://www.theguardian.com/technology/ng-interactive/2018/may/15/the-guardian-app?CMP=cvau_sfl"">free news app</a>, <a href=""https://www.theguardian.com/australia-news/2022/sep/23/morning-mail-newsletter-best-daily-news-email-guardian-australia-free-sign-up-inbox-subscribe?CMP=cvau_sfl"">morning email briefing</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></li></ul>",https://www.theguardian.com/world/2022/sep/30/i-will-not-how-julia-gillards-words-of-white-hot-anger-reverberated-around-the-world,3103,"<p>Ten years on from the misogyny speech, <strong>Katharine Murphy</strong> reflects on how it was framed at the time – and what has been gained since</p><ul><li>Get our <a href=""https://www.theguardian.com/technology/ng-interactive/2018/may/15/the-guardian-app?CMP=cvau_sfl"">free news app</a>, <a href=""https://www.theguardian.com/australia-news/2022/sep/23/morning-mail-newsletter-best-daily-news-email-guardian-australia-free-sign-up-inbox-subscribe?CMP=cvau_sfl"">morning email briefing</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></li></ul>",World news,News,article,Katharine Murphy,"Julia Gillard, Tony Abbott, Australian books, Gender, Australian politics, Australia news, Coalition, Labor party",world/2022/sep/30/i-will-not-how-julia-gillards-words-of-white-hot-anger-reverberated-around-the-world
Ginni Thomas still believes Trump’s false claim the 2020 election was stolen,2022-09-30T16:20:11Z,<p>Wife of US supreme court justice Clarence Thomas holds tight to stolen election conspiracy in interview with January 6 committee</p>,https://www.theguardian.com/us-news/2022/sep/30/ginni-thomas-jan-6-interview-2020-election-conspiracy,427,<p>Wife of US supreme court justice Clarence Thomas holds tight to stolen election conspiracy in interview with January 6 committee</p>,US news,News,article,Ed Pilkington,"Clarence Thomas, US news, US supreme court, Donald Trump, US politics, US Capitol attack",us-news/2022/sep/30/ginni-thomas-jan-6-interview-2020-election-conspiracy
"Power is the drug, not the presidency",2022-09-30T16:10:51Z,"<p>And if an electorate does choose a questionable candidate, they get the chance to get rid of them a few years later, writes <strong>Dr Michael Holmes</strong></p>",https://www.theguardian.com/politics/2022/sep/30/power-is-the-drug-not-the-presidency,254,"<p>And if an electorate does choose a questionable candidate, they get the chance to get rid of them a few years later, writes <strong>Dr Michael Holmes</strong></p>",Politics,News,article,Letters,"Politics, Society, Monarchy, UK news, Donald Trump, US news, World news, Electoral reform",politics/2022/sep/30/power-is-the-drug-not-the-presidency
Ron DeSantis changes with the wind as Hurricane Ian prompts flip-flop on aid,2022-09-30T16:01:00Z,<p>The Florida governor ‘put politics aside’ to ask Joe Biden for federal help – unlike when he voted against aid for Hurricane Sandy victims</p>,https://www.theguardian.com/us-news/2022/sep/30/ron-desantis-hurricane-ian-florida-sandy,786,<p>The Florida governor ‘put politics aside’ to ask Joe Biden for federal help – unlike when he voted against aid for Hurricane Sandy victims</p>,US news,News,article,Martin Pengelly in New York,"Ron DeSantis, Hurricane Ian, US news, Florida, US politics, Hurricanes",us-news/2022/sep/30/ron-desantis-hurricane-ian-florida-sandy
Stephen Colbert: ‘Our hearts go out to the people of Florida right now’,2022-09-30T14:47:49Z,"<p>Late-night hosts discuss Hurricane Ian and Ginni Thomas, and Trevor Noah announces plans to quit The Daily Show</p>",https://www.theguardian.com/culture/2022/sep/30/stephen-colbert-late-show-florida-hurricane-ian-late-night,899,"<p>Late-night hosts discuss Hurricane Ian and Ginni Thomas, and Trevor Noah announces plans to quit The Daily Show</p>",Culture,Arts,article,Guardian staff,"Late-night TV roundup, Stephen Colbert, Trevor Noah, Seth Meyers, Jimmy Kimmel, TV comedy, Comedy, Culture, US television, Television & radio, Television",culture/2022/sep/30/stephen-colbert-late-show-florida-hurricane-ian-late-night
Digested week: Liz Truss emerges after disastrous mini-budget with little to say,2022-09-30T10:00:41Z,"<p>While the British PM was choosing her words carefully, politicians in France were letting their clothes do the talking</p>",https://www.theguardian.com/uk-news/2022/sep/30/digested-week-liz-truss-emerges-after-disastrous-mini-budget-with-little-to-say,1256,"<p>While the British PM was choosing her words carefully, politicians in France were letting their clothes do the talking</p>",UK news,News,article,Emma Brockes,"Liz Truss, Kwasi Kwarteng, Politics, UK news, US news, World news, France",uk-news/2022/sep/30/digested-week-liz-truss-emerges-after-disastrous-mini-budget-with-little-to-say
First Thing: ‘catastrophic’ damage in Florida as Hurricane Ian heads to South Carolina,2022-09-30T09:49:32Z,"<p>Biden says storm could be deadliest in state’s history as it regains strength and heads for South Carolina. Plus, meet Uganda’s first female pro cyclist<br></p>",https://www.theguardian.com/us-news/2022/sep/30/first-thing-catastrophic-damage-in-florida-as-hurricane-ian-heads-to-south-carolina,1409,"<p>Biden says storm could be deadliest in state’s history as it regains strength and heads for South Carolina. Plus, meet Uganda’s first female pro cyclist<br></p>",US news,News,article,Nicola Slawson,US news,us-news/2022/sep/30/first-thing-catastrophic-damage-in-florida-as-hurricane-ian-heads-to-south-carolina
More than 700 rescues in Florida as ‘historic storm’ heads towards South Carolina - as it happened,2022-09-30T06:28:14Z,"<p>In a press conference, Ron DeSantis said food, water and other supplies are being distributed to those who didn’t evacuate</p>",https://www.theguardian.com/us-news/live/2022/sep/29/hurricane-ian-latest-updates-live-news-florida-storm,7078,"<p>In a press conference, Ron DeSantis said food, water and other supplies are being distributed to those who didn’t evacuate</p>",US news,News,liveblog,"Michael Coulter, Kari Paul, Maanvi Singh and Maya Yang","Hurricane Ian, Hurricanes, Florida, US news, World news, Extreme weather, Cuba",us-news/live/2022/sep/29/hurricane-ian-latest-updates-live-news-florida-storm
