headline,pub_date,snippet,web_url,word_count,abstract,section_name,pillar_name,type,byline,keywords,article_id
US sets world record for coronavirus cases in 24 hours,2020-10-31T21:17:35Z,"<ul><li>Daily caseload of 100,233 surpasses tally set in India last month</li><li>Study links Trump rallies to 30,000 cases and 700 deaths</li></ul>",https://www.theguardian.com/world/2020/oct/31/us-world-record-coronavirus-cases-24-hours,574,"<ul><li>Daily caseload of 100,233 surpasses tally set in India last month</li><li>Study links Trump rallies to 30,000 cases and 700 deaths</li></ul>",World news,News,article,Martin Pengelly in New York and agencies,"Coronavirus, US news, Donald Trump, Joe Biden, US elections 2020, US politics, Republicans, Democrats",world/2020/oct/31/us-world-record-coronavirus-cases-24-hours
Obama lends a hand as Biden and Trump launch final campaign blitz,2020-10-31T20:16:21Z,<ul><li>Obama says Biden presidency ‘won’t be so exhausting’</li><li>Trump on frenzied schedule of 14 rallies in three days</li></ul>,https://www.theguardian.com/us-news/2020/oct/31/election-biden-trump-campaign-coronavirus,1293,<ul><li>Obama says Biden presidency ‘won’t be so exhausting’</li><li>Trump on frenzied schedule of 14 rallies in three days</li></ul>,US news,News,article,David Smith in Washington,"US elections 2020, US politics, Joe Biden, Donald Trump, US news, Coronavirus, Barack Obama",us-news/2020/oct/31/election-biden-trump-campaign-coronavirus
Coronavirus live news: US sets world record for daily cases – as it happened,2020-10-31T19:58:08Z,"<p><a href=""https://www.theguardian.com/world/2020/oct/30/save-christmas-with-covid-lockdown-in-england-experts-say"">England lockdown expected early next week</a>; <a href=""https://www.theguardian.com/us-news/2020/oct/30/us-daily-coronavirus-record-cases-deaths"">US passes 9m infections</a>; Melbourne records no new cases or deaths. Follow the latest:</p><ul><li><a href=""https://www.theguardian.com/world/2020/oct/30/global-covid-report-belgium-facing-new-lockdown-as-germany-takes-in-patients"">Belgium facing new lockdown as Germany takes in patients</a></li><li><a href=""https://www.theguardian.com/world/2020/oct/30/from-ice-swims-to-knitting-europeans-seek-ways-to-ride-out-covid-winter"">Europeans seek ways to ride out Covid winter</a></li><li><a href=""https://www.theguardian.com/world/2020/oct/30/tsunami-preparing-winter-surge-of-covid-19-university-hospital-coventry"">‘An operational tsunami’: preparing for a winter surge</a> </li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",https://www.theguardian.com/world/live/2020/oct/31/coronavirus-live-news-europe-passes-10m-cases-australian-cases-rise-amid-border-fight,9432,"<p><a href=""https://www.theguardian.com/world/2020/oct/30/save-christmas-with-covid-lockdown-in-england-experts-say"">England lockdown expected early next week</a>; <a href=""https://www.theguardian.com/us-news/2020/oct/30/us-daily-coronavirus-record-cases-deaths"">US passes 9m infections</a>; Melbourne records no new cases or deaths. Follow the latest:</p><ul><li><a href=""https://www.theguardian.com/world/2020/oct/30/global-covid-report-belgium-facing-new-lockdown-as-germany-takes-in-patients"">Belgium facing new lockdown as Germany takes in patients</a></li><li><a href=""https://www.theguardian.com/world/2020/oct/30/from-ice-swims-to-knitting-europeans-seek-ways-to-ride-out-covid-winter"">Europeans seek ways to ride out Covid winter</a></li><li><a href=""https://www.theguardian.com/world/2020/oct/30/tsunami-preparing-winter-surge-of-covid-19-university-hospital-coventry"">‘An operational tsunami’: preparing for a winter surge</a> </li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",World news,News,liveblog,"Jedidajah Otte (now), Mattha Busby, Damien Gayle, Elias Visontay and Luke Henriques-Gomes (earlier)","Coronavirus, Infectious diseases, Science, Europe, France, US news, Trump administration",world/live/2020/oct/31/coronavirus-live-news-europe-passes-10m-cases-australian-cases-rise-amid-border-fight
'His lies are killing my neighbors': swing-state health workers organize in bid to defeat Trump,2020-10-31T19:06:43Z,"<p>Furious over Republicans’ handling of the pandemic, healthcare workers in Wisconsin are speaking out against Trump – and running for office</p><ul><li><a href=""https://www.theguardian.com/us-news/ng-interactive/2020/aug/11/lost-on-the-frontline-covid-19-coronavirus-us-healthcare-workers-deaths-database"">Interactive: the healthcare workers who have died from Covid</a></li></ul>",https://www.theguardian.com/us-news/2020/oct/31/trump-healthcare-workers-wisconsin-coronavirus,877,"<p>Furious over Republicans’ handling of the pandemic, healthcare workers in Wisconsin are speaking out against Trump – and running for office</p><ul><li><a href=""https://www.theguardian.com/us-news/ng-interactive/2020/aug/11/lost-on-the-frontline-covid-19-coronavirus-us-healthcare-workers-deaths-database"">Interactive: the healthcare workers who have died from Covid</a></li></ul>",US news,News,article,Danielle Renwick,"Wisconsin, US news",us-news/2020/oct/31/trump-healthcare-workers-wisconsin-coronavirus
Where to watch US election day live results in Australia,2020-10-31T19:00:04Z,"<p>A lot is at stake for Australia and the world in the most consequential US presidential election in recent history. Here’s how to follow election day</p><ul><li><a href=""https://www.theguardian.com/australia-news/2020/oct/02/us-election-briefing-for-australia-sign-up-for-our-daily-email-newsletter?CMP=cvau_sfl"">Sign up to get the US election briefing for Australia delivered to your email inbox every weekday at 5pm</a></li></ul>",https://www.theguardian.com/australia-news/2020/nov/01/where-to-watch-us-election-day-live-results-in-australia,1003,"<p>A lot is at stake for Australia and the world in the most consequential US presidential election in recent history. Here’s how to follow election day</p><ul><li><a href=""https://www.theguardian.com/australia-news/2020/oct/02/us-election-briefing-for-australia-sign-up-for-our-daily-email-newsletter?CMP=cvau_sfl"">Sign up to get the US election briefing for Australia delivered to your email inbox every weekday at 5pm</a></li></ul>",Australia news,News,article,Mostafa Rachwani,"Australia news, US elections 2020, US politics, Donald Trump, Joe Biden, Australian television, Australian media",australia-news/2020/nov/01/where-to-watch-us-election-day-live-results-in-australia
Joe Biden supporters won't believe in victory until it is theirs,2020-10-31T19:00:03Z,<p>The stakes in the US election are just too high – for America and for the world – for complacency</p>,https://www.theguardian.com/business/commentisfree/2020/nov/01/joe-biden-supporters-wont-believe-in-victory-until-it-is-theirs,761,<p>The stakes in the US election are just too high – for America and for the world – for complacency</p>,Business,News,article,Greg Jericho,"US elections 2020, US news, US politics, US economy, Donald Trump, Joe Biden, Republicans, Democrats",business/commentisfree/2020/nov/01/joe-biden-supporters-wont-believe-in-victory-until-it-is-theirs
"For the health of the nation, shouldn't Johnson's medical fitness for office be scrutinised?",2020-10-31T19:00:01Z,<p>His leg-wrestling bluster is not enough to dispel suspicions that Covid-19 has critically diminished the PM</p>,https://www.theguardian.com/commentisfree/2020/oct/31/for-the-health-of-the-nation-shouldnt-johnsons-medical-fitness-for-office-be-scrutinised,966,<p>His leg-wrestling bluster is not enough to dispel suspicions that Covid-19 has critically diminished the PM</p>,Opinion,Opinion,article,Catherine Bennett,"Boris Johnson, Politics, UK news, Donald Trump, Coronavirus",commentisfree/2020/oct/31/for-the-health-of-the-nation-shouldnt-johnsons-medical-fitness-for-office-be-scrutinised
Transmissions: the Definitive Story: Lights Out: From the Ashes of New Cross - review,2020-10-31T17:00:56Z,"<p>A brilliant podcast series offers treasures old and new for Joy Division fans, and Radio 4 revisits the 1981 New Cross fire</p>",https://www.theguardian.com/tv-and-radio/2020/oct/31/transmissions-the-definitive-story-joy-division-new-order-lights-out-from-the-ashes-of-new-cross-review-oh-god-what-now-when-katty-met-carlos-frdh,1056,"<p>A brilliant podcast series offers treasures old and new for Joy Division fans, and Radio 4 revisits the 1981 New Cross fire</p>",Television & radio,Arts,article,Miranda Sawyer,"Podcasts, Radio, New Order, Pop and rock, Culture, Radio 4, Maxine Peake, Race",tv-and-radio/2020/oct/31/transmissions-the-definitive-story-joy-division-new-order-lights-out-from-the-ashes-of-new-cross-review-oh-god-what-now-when-katty-met-carlos-frdh
US Congress hopeful Nancy Goroff: 'We need more scientists in public office',2020-10-31T17:00:56Z,"<p>The research scientist and Democratic candidate on the Green New Deal, the importance of facts and why Trump’s stance on masks is ‘unconscionable’</p>",https://www.theguardian.com/science/2020/oct/31/us-congress-hopeful-nancy-goroff-we-need-more-scientists-in-public-office,1129,"<p>The research scientist and Democratic candidate on the Green New Deal, the importance of facts and why Trump’s stance on masks is ‘unconscionable’</p>",Science,News,article,Zoë Corbyn,"Science, Coronavirus, US elections 2020, Democrats, US politics",science/2020/oct/31/us-congress-hopeful-nancy-goroff-we-need-more-scientists-in-public-office
Markets plunge in uncertainty about a second term and a second wave,2020-10-31T16:00:55Z,<p>The relentless rise of Covid and the fraught state of US politics are devastating share indices after a summer of recovery</p>,https://www.theguardian.com/business/2020/oct/31/markets-plunge-in-uncertainty-about-a-second-term-and-a-second-wave,993,<p>The relentless rise of Covid and the fraught state of US politics are devastating share indices after a summer of recovery</p>,Business,News,article,Phillip Inman,"Stock markets, Business, Coronavirus, Infectious diseases, US news, US politics, World news",business/2020/oct/31/markets-plunge-in-uncertainty-about-a-second-term-and-a-second-wave
