headline,pub_date,snippet,web_url,word_count,abstract,section_name,pillar_name,type,byline,keywords,article_id
Facebook fails to label 80% of posts promoting bioweapons conspiracy theory,2022-03-31T21:29:00Z,"<p>A study found that external articles shared on the bioweapons myth were not labeled as ‘false information’ or ‘missing context’</p><ul><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Russia-Ukraine war: latest updates</a></li></ul>",https://www.theguardian.com/technology/2022/mar/31/facebook-disinformation-war-ukraine-russia,538,"<p>A study found that external articles shared on the bioweapons myth were not labeled as ‘false information’ or ‘missing context’</p><ul><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Russia-Ukraine war: latest updates</a></li></ul>",Technology,News,article,Kari Paul,"Facebook, Ukraine, Meta, Social media, Technology, Digital media, US news",technology/2022/mar/31/facebook-disinformation-war-ukraine-russia
‘I know how much it hurts’: Biden to release US oil in bid to lower gas prices – as it happened,2022-03-31T20:23:54Z,"<ul><li>President lays out plan to free 1m daily barrels from US oil reserve</li><li>Biden suggests Putin may be in isolation and may have fired advisers</li><li><a href=""https://www.theguardian.com/us-news/2022/mar/30/title-42-us-mexico-border-asylum-seekers-plans-end"">US plans to end Covid-era order blocking asylum seekers at border</a></li><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Russia-Ukraine war – follow the latest updates</a></li><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Sign up to receive First Thing – our daily briefing by email</a></li></ul>",https://www.theguardian.com/us-news/live/2022/mar/31/biden-oil-strategic-reserves-release-ukraine-russia-pence-us-politics-latest-updates,3054,"<ul><li>President lays out plan to free 1m daily barrels from US oil reserve</li><li>Biden suggests Putin may be in isolation and may have fired advisers</li><li><a href=""https://www.theguardian.com/us-news/2022/mar/30/title-42-us-mexico-border-asylum-seekers-plans-end"">US plans to end Covid-era order blocking asylum seekers at border</a></li><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Russia-Ukraine war – follow the latest updates</a></li><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Sign up to receive First Thing – our daily briefing by email</a></li></ul>",US news,News,liveblog,Richard Luscombe,"US news, US politics, Joe Biden, Oil, Energy, Fossil fuels, Ukraine, US immigration, Mike Pence, Nancy Pelosi, World news, US economy, Economics, Business, Environment, Europe",us-news/live/2022/mar/31/biden-oil-strategic-reserves-release-ukraine-russia-pence-us-politics-latest-updates
Don’t kick the president! Irish dancers Cairde go from TikTok to the White House,2022-03-31T19:41:41Z,"<p>The seven-strong group are a huge social media success, leading to shows right in front of Joe Biden and at the Stade de France</p>",https://www.theguardian.com/stage/2022/mar/31/cairde-irish-dancing-tiktok-president-biden,846,"<p>The seven-strong group are a huge social media success, leading to shows right in front of Joe Biden and at the Stade de France</p>",Stage,Arts,article,Hollie Geraghty,"Dance, Stage, Culture, Joe Biden, Ireland",stage/2022/mar/31/cairde-irish-dancing-tiktok-president-biden
Bat out of belfry most likely a bird,2022-03-31T16:37:12Z,<p>Bat droppings | Notable Rothschild women | Simple Minds | Boris Johnson | Winning strategy</p>,https://www.theguardian.com/environment/2022/mar/31/bat-out-of-belfry-most-likely-a-bird,257,<p>Bat droppings | Notable Rothschild women | Simple Minds | Boris Johnson | Winning strategy</p>,Environment,News,article,Letters,"Wildlife, Animals, Birds, Simple Minds, Boris Johnson, Politics",environment/2022/mar/31/bat-out-of-belfry-most-likely-a-bird
"Gaslit, Devs and Better Call Saul: what’s new to streaming in Australia this April",2022-03-31T16:30:06Z,"<p>Plus A Very British Scandal, a series about surfing entrepreneurs and Volodymyr Zelenskiy’s comedy about being a fictional president of Ukraine</p>",https://www.theguardian.com/tv-and-radio/2022/apr/01/gaslit-devs-and-better-call-saul-whats-new-to-streaming-in-australia-this-april,2036,"<p>Plus A Very British Scandal, a series about surfing entrepreneurs and Volodymyr Zelenskiy’s comedy about being a fictional president of Ukraine</p>",Television & radio,Arts,article,Luke Buckmaster,"Television & radio, Better Call Saul, Culture, Television, Netflix, Stan, Australian television, SBS, Documentary films, Film",tv-and-radio/2022/apr/01/gaslit-devs-and-better-call-saul-whats-new-to-streaming-in-australia-this-april
Biden announces ‘largest release of oil reserves’ in effort to curb gasoline prices,2022-03-31T15:14:30Z,<p>President to release up to 1m barrels of oil a day from the strategic reserve for the next six months</p>,https://www.theguardian.com/business/2022/mar/31/us-release-oil-strategic-reserve-gas-price,946,<p>President to release up to 1m barrels of oil a day from the strategic reserve for the next six months</p>,Business,News,article,Ed Pilkington and Chris Michael,"Gas, Ukraine, Joe Biden, Inflation",business/2022/mar/31/us-release-oil-strategic-reserve-gas-price
Turkish prosecutor asks to halt trial for the murder of Saudi critic Jamal Khashoggi,2022-03-31T15:10:29Z,<p>Istanbul is seeking to mend ties with Saudi Arabia to bolster a struggling economy as it looks for foreign trade</p>,https://www.theguardian.com/world/2022/mar/31/turkish-prosecutor-asks-to-halt-trial-for-the-of-saudi-critic-jamal-khashoggi,682,<p>Istanbul is seeking to mend ties with Saudi Arabia to bolster a struggling economy as it looks for foreign trade</p>,World news,News,article,Martin Chulov Middle East correspondent,"Jamal Khashoggi, Turkey, World news, Saudi Arabia, Middle East and north Africa",world/2022/mar/31/turkish-prosecutor-asks-to-halt-trial-for-the-of-saudi-critic-jamal-khashoggi
UK economy grows faster than expected; prices drop as US mulls big oil reserve release – as it happened,2022-03-31T14:29:15Z,"<ul><li><a href=""https://www.theguardian.com/business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live?page=with:block-624594b88f08224285c9dcf7#block-624594b88f08224285c9dcf7"">Joe Biden expected to announce release of up to 180m barrels from US strategic petroleum reserve to cool oil market</a></li><li><a href=""https://www.theguardian.com/business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live?page=with:block-62459b878f081c355fe42cc2#block-62459b878f081c355fe42cc2"">Gas prices rise amid standoff over rouble payments</a></li><li><a href=""https://www.theguardian.com/world/2022/mar/31/jets-linked-to-russian-oligarchs-appear-to-have-kept-flying-despite-sanctions"">Jets linked to Russian oligarchs appear to have kept flying despite sanctions</a></li><li><a href=""https://www.theguardian.com/money/2022/mar/31/energy-supplier-websites-crash-as-uk-customers-rush-to-send-in-meter-readings"">Energy websites crash as customers rush to submit meter readings</a></li><li><a href=""https://www.theguardian.com/business/2022/mar/31/uk-house-prices-grow-at-fastest-rate-for-17-years"">UK house prices rise at fastest rate for 17 years</a></li><li><a href=""https://www.theguardian.com/business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live?filterKeyEvents=false&amp;page=with:block-6245780f8f083888e9f4a3df#block-6245780f8f083888e9f4a3df"">Eurozone unemployment rate falls to record low of 6.8%</a></li><li><a href=""https://www.theguardian.com/business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live?page=with:block-6245b65f8f08224285c9de8a#block-6245b65f8f08224285c9de8a"">Closing summary</a></li><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Ukraine live updates</a></li></ul>",https://www.theguardian.com/business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live,3828,"<ul><li><a href=""https://www.theguardian.com/business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live?page=with:block-624594b88f08224285c9dcf7#block-624594b88f08224285c9dcf7"">Joe Biden expected to announce release of up to 180m barrels from US strategic petroleum reserve to cool oil market</a></li><li><a href=""https://www.theguardian.com/business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live?page=with:block-62459b878f081c355fe42cc2#block-62459b878f081c355fe42cc2"">Gas prices rise amid standoff over rouble payments</a></li><li><a href=""https://www.theguardian.com/world/2022/mar/31/jets-linked-to-russian-oligarchs-appear-to-have-kept-flying-despite-sanctions"">Jets linked to Russian oligarchs appear to have kept flying despite sanctions</a></li><li><a href=""https://www.theguardian.com/money/2022/mar/31/energy-supplier-websites-crash-as-uk-customers-rush-to-send-in-meter-readings"">Energy websites crash as customers rush to submit meter readings</a></li><li><a href=""https://www.theguardian.com/business/2022/mar/31/uk-house-prices-grow-at-fastest-rate-for-17-years"">UK house prices rise at fastest rate for 17 years</a></li><li><a href=""https://www.theguardian.com/business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live?filterKeyEvents=false&amp;page=with:block-6245780f8f083888e9f4a3df#block-6245780f8f083888e9f4a3df"">Eurozone unemployment rate falls to record low of 6.8%</a></li><li><a href=""https://www.theguardian.com/business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live?page=with:block-6245b65f8f08224285c9de8a#block-6245b65f8f08224285c9de8a"">Closing summary</a></li><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Ukraine live updates</a></li></ul>",Business,News,liveblog,Julia Kollewe,"Business, Ukraine, Russia, Europe, World news, Stock markets, Currencies, Commodities",business/live/2022/mar/31/uk-economy-grows-faster-expected-oil-prices-drop--us-big-oil-reserve-release-business-live
Egg farmers: UK supermarkets must raise price or we’ll go under,2022-03-31T13:59:13Z,<p>Rising costs threaten farms as NFU warns of huge drop in greenhouse crops such as cucumbers</p>,https://www.theguardian.com/environment/2022/mar/31/cost-of-farming-crisis-egg-producers-plea-to-uk-supermarkets-to-raise-price,713,<p>Rising costs threaten farms as NFU warns of huge drop in greenhouse crops such as cucumbers</p>,Environment,News,article,Sarah Butler,"Farming, Retail industry, Eggs, Bird flu, Food, Environment, UK news",environment/2022/mar/31/cost-of-farming-crisis-egg-producers-plea-to-uk-supermarkets-to-raise-price
Oil prices fall after US ponders record-breaking release of crude reserves,2022-03-31T13:24:35Z,"<p>Joe Biden seeks to allay fears of shortages over Russian invasion of Ukraine</p><ul><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Russia-Ukraine war: latest updates</a></li></ul>",https://www.theguardian.com/business/2022/mar/31/oil-prices-fall-us-ponders-release-crude-reserves,648,"<p>Joe Biden seeks to allay fears of shortages over Russian invasion of Ukraine</p><ul><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Russia-Ukraine war: latest updates</a></li></ul>",Business,News,article,Phillip Inman,"Oil, US news, Russia, Ukraine, Opec, Business, Commodities, Europe, World news, Joe Biden, UK news",business/2022/mar/31/oil-prices-fall-us-ponders-release-crude-reserves
Why is Biden boasting about drilling for oil? Our planet demands we stop now,2022-03-31T13:18:10Z,"<p>Tragically, the Biden administration is choosing to expand the fossil fuel industry at this critical moment</p>",https://www.theguardian.com/commentisfree/2022/mar/31/why-is-biden-boasting-about-drilling-for-oil-our-planet-demands-we-stop-now,795,"<p>Tragically, the Biden administration is choosing to expand the fossil fuel industry at this critical moment</p>",Opinion,Opinion,article,Peter Kalmus,"Fossil fuels, Climate crisis, Energy, Environment",commentisfree/2022/mar/31/why-is-biden-boasting-about-drilling-for-oil-our-planet-demands-we-stop-now
EU leaders urged to be tough on China if it backs Russia in Ukraine,2022-03-31T12:14:09Z,"<p>Bloc pressed to threaten sanctions at bilateral summit amid concerns about global authoritarian alliance</p><ul><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Russia-Ukraine war: latest updates</a></li></ul>",https://www.theguardian.com/world/2022/mar/31/eu-leaders-urged-to-be-tough-on-china-if-it-supports-russia-war-in-ukraine,858,"<p>Bloc pressed to threaten sanctions at bilateral summit amid concerns about global authoritarian alliance</p><ul><li><a href=""https://www.theguardian.com/world/live/2022/mar/31/russia-ukraine-war-latest-news-ukraine-braces-for-attacks-in-east-us-says-putin-misled-by-advisers-live"">Russia-Ukraine war: latest updates</a></li></ul>",World news,News,article,Jennifer Rankinin Brussels and Vincent Ni China affairs correspondent,"European Union, China, Russia, Ukraine, Asia Pacific, Europe, World news",world/2022/mar/31/eu-leaders-urged-to-be-tough-on-china-if-it-supports-russia-war-in-ukraine
