headline,pub_date,snippet,web_url,word_count,abstract,section_name,pillar_name,type,byline,keywords,article_id
Ketanji Brown Jackson sworn in to supreme court after ruling deals blow to climate crisis – as it happened,2022-06-30T20:09:56Z,"<ul><li><a href=""https://www.theguardian.com/us-news/2022/jun/30/ketanji-brown-jackson-swearing-in-supreme-court"">Jackson sworn in as first Black female supreme court justice</a></li><li><a href=""https://www.theguardian.com/us-news/2022/jun/30/us-supreme-court-ruling-restricts-federal-power-greenhouse-gas-emissions"">Supreme court hobbles government power to limit emissions</a></li><li><a href=""https://www.theguardian.com/law/2022/jun/30/supreme-court-immigration-biden-trump-remain-in-mexico-decision"">Biden can end Trump’s ‘Remain in Mexico’, supreme court rules</a></li><li><a href=""https://www.theguardian.com/us-news/live/2022/jun/30/us-supreme-court-decisions-climate-epa-immigration-kbj-latest?page=with:block-62bda4448f08ce80c84b2941#block-62bda4448f08ce80c84b2941"">Biden supports changing filibuster rules to codify Roe</a></li><li><a href=""https://www.theguardian.com/us-news/2022/jun/29/january-6-committee-subpoena-pat-cipollone"">January 6 panel subpoenas former White House counsel</a></li><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Sign up to receive First Thing – our daily briefing by email</a></li></ul>",https://www.theguardian.com/us-news/live/2022/jun/30/us-supreme-court-decisions-climate-epa-immigration-kbj-latest,3952,"<ul><li><a href=""https://www.theguardian.com/us-news/2022/jun/30/ketanji-brown-jackson-swearing-in-supreme-court"">Jackson sworn in as first Black female supreme court justice</a></li><li><a href=""https://www.theguardian.com/us-news/2022/jun/30/us-supreme-court-ruling-restricts-federal-power-greenhouse-gas-emissions"">Supreme court hobbles government power to limit emissions</a></li><li><a href=""https://www.theguardian.com/law/2022/jun/30/supreme-court-immigration-biden-trump-remain-in-mexico-decision"">Biden can end Trump’s ‘Remain in Mexico’, supreme court rules</a></li><li><a href=""https://www.theguardian.com/us-news/live/2022/jun/30/us-supreme-court-decisions-climate-epa-immigration-kbj-latest?page=with:block-62bda4448f08ce80c84b2941#block-62bda4448f08ce80c84b2941"">Biden supports changing filibuster rules to codify Roe</a></li><li><a href=""https://www.theguardian.com/us-news/2022/jun/29/january-6-committee-subpoena-pat-cipollone"">January 6 panel subpoenas former White House counsel</a></li><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Sign up to receive First Thing – our daily briefing by email</a></li></ul>",US news,News,liveblog,Lauren Gambino,"US politics, US supreme court, US Environmental Protection Agency, US immigration, Law (US), Republicans, Democrats, Joe Biden, US Congress, Ketanji Brown Jackson, US news, World news, Law",us-news/live/2022/jun/30/us-supreme-court-decisions-climate-epa-immigration-kbj-latest
The US supreme court just made yet another devastating decision for humanity,2022-06-30T19:25:20Z,<p>The EPA ruling means it may now be mathematically impossible through available avenues for the US to achieve its greenhouse gas emissions goal </p>,https://www.theguardian.com/commentisfree/2022/jun/30/us-supreme-court-epa-decision-devastating-humanity,874,<p>The EPA ruling means it may now be mathematically impossible through available avenues for the US to achieve its greenhouse gas emissions goal </p>,Opinion,Opinion,article,Peter Kalmus,"US supreme court, US Environmental Protection Agency, Climate crisis, Environment, Law (US)",commentisfree/2022/jun/30/us-supreme-court-epa-decision-devastating-humanity
Iran accused of making ‘maximalist demands’ in nuclear deal talks,2022-06-30T19:05:52Z,<p>Talks to save 2015 agreement on brink of collapse as Tehran is also accused of testing missiles capable of delivering nuclear weapons</p>,https://www.theguardian.com/world/2022/jun/30/iran-accused-of-making-maximalist-demands-in-nuclear-deal-talks,506,<p>Talks to save 2015 agreement on brink of collapse as Tehran is also accused of testing missiles capable of delivering nuclear weapons</p>,World news,News,article,Patrick Wintour Diplomatic editor,"Iran nuclear deal, Iran's nuclear programme, Iran, Middle East and north Africa, United Nations, US foreign policy, Nuclear weapons, World news",world/2022/jun/30/iran-accused-of-making-maximalist-demands-in-nuclear-deal-talks
"Biden can end Trump’s ‘Remain in Mexico’ program, supreme court rules",2022-06-30T16:47:58Z,<p>Ruling by 5-4 allows administration to terminate policy that forced asylum seekers to return to Mexico while claims are considered</p>,https://www.theguardian.com/law/2022/jun/30/supreme-court-immigration-biden-trump-remain-in-mexico-decision,808,<p>Ruling by 5-4 allows administration to terminate policy that forced asylum seekers to return to Mexico while claims are considered</p>,US news,News,article,Lauren Gambino and Chris Stein in Washington,"US supreme court, US immigration, Law (US), US news, Biden administration",law/2022/jun/30/supreme-court-immigration-biden-trump-remain-in-mexico-decision
"A quarter of Americans open to taking up arms against government, poll says",2022-06-30T15:48:59Z,"<p>Survey of 1,000 registered US voters also reveals that most Americans agree government is ‘corrupt and rigged’</p>",https://www.theguardian.com/us-news/2022/jun/30/poll-americans-guns-against-government,499,"<p>Survey of 1,000 registered US voters also reveals that most Americans agree government is ‘corrupt and rigged’</p>",US news,News,article,Victoria Bekiempis,"Biden administration, Republicans, Democrats, US news, US politics",us-news/2022/jun/30/poll-americans-guns-against-government
Liz Cheney calls Trump ‘a domestic threat we have never faced before’,2022-06-30T15:32:01Z,<p>Vice-chair of January 6 committee tells fellow Republicans it is impossible to be loyal to both Trump and the US constitution</p>,https://www.theguardian.com/us-news/2022/jun/30/liz-cheney-donald-trump-domestic-threat-republicans,699,<p>Vice-chair of January 6 committee tells fellow Republicans it is impossible to be loyal to both Trump and the US constitution</p>,US news,News,article,David Smith Washington bureau chief,"Republicans, Donald Trump, US news, January 6 hearings, Liz Cheney",us-news/2022/jun/30/liz-cheney-donald-trump-domestic-threat-republicans
US supreme court rules against EPA and hobbles government power to limit harmful emissions,2022-06-30T14:38:19Z,<p>Court sides with Republican states as ruling represents landmark moment in rightwing effort to dismantle ‘regulatory state’</p>,https://www.theguardian.com/us-news/2022/jun/30/us-supreme-court-ruling-restricts-federal-power-greenhouse-gas-emissions,759,<p>Court sides with Republican states as ruling represents landmark moment in rightwing effort to dismantle ‘regulatory state’</p>,US news,News,article,Oliver Milman in New York,"US news, Climate crisis, Coal, US supreme court, West Virginia, Law (US), Law, Environment, Energy, Fossil fuels, World news",us-news/2022/jun/30/us-supreme-court-ruling-restricts-federal-power-greenhouse-gas-emissions
First Thing: January 6 committee subpoenas Donald Trump’s former counsel,2022-06-30T10:10:06Z,"<p>Pat Cipollone was a key witness to some of the ex-president’s most brazen schemes to overturn the 2020 election. Plus, how the US food system fuels the climate crisis</p><ul><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Don’t already get First Thing in your inbox? Sign up here</a><br></li></ul>",https://www.theguardian.com/us-news/2022/jun/30/first-thing-january-6-committee-subpoenas-donald-trump-former-counsel,1222,"<p>Pat Cipollone was a key witness to some of the ex-president’s most brazen schemes to overturn the 2020 election. Plus, how the US food system fuels the climate crisis</p><ul><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Don’t already get First Thing in your inbox? Sign up here</a><br></li></ul>",US news,News,article,Nicola Slawson,US news,us-news/2022/jun/30/first-thing-january-6-committee-subpoenas-donald-trump-former-counsel
Republicans seek to install ‘permanent election integrity infrastructure’ across US,2022-06-30T10:00:36Z,<p>Leading election denier promoting local groups to ‘oversee’ elections and determine if officials are ‘friend or foe’ </p>,https://www.theguardian.com/us-news/2022/jun/30/big-lie-republicans-election-integrity-us,941,<p>Leading election denier promoting local groups to ‘oversee’ elections and determine if officials are ‘friend or foe’ </p>,US news,News,article,Sam Levine,"Republicans, US news, World news",us-news/2022/jun/30/big-lie-republicans-election-integrity-us
Republican push to recruit election deniers as poll workers causes alarm,2022-06-30T07:00:32Z,<p>Training sessions in battleground states led by activists who claim the 2020 election was stolen aim to influence conduct of elections</p>,https://www.theguardian.com/us-news/2022/jun/30/republican-recruit-poll-workers-election-integrity,1553,<p>Training sessions in battleground states led by activists who claim the 2020 election was stolen aim to influence conduct of elections</p>,US news,News,article,Sam Levine in New York,"US voting rights, US news, Michigan, North Carolina",us-news/2022/jun/30/republican-recruit-poll-workers-election-integrity
