headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
Colombia’s Trump May Be Headed for the Presidential Palace,2022-05-30T22:31:37Z,"The Colombian establishment is lining up behind Rodolfo Hernández, a populist businessman with an incendiary streak, to defeat the leftist former rebel Gustavo Petro.",https://www.nytimes.com/2022/05/30/world/americas/colombia-presidential-election-hernandez-petro.html,1295,"The Colombian establishment is lining up behind Rodolfo Hernández, a populist businessman with an incendiary streak, to defeat the leftist former rebel Gustavo Petro.",Foreign,World,Americas,News,By Julie Turkewitz,
What to Cook This Week,2022-05-29T15:00:03Z,"Make jalapeño grilled pork chops and root beer rickeys for Memorial Day, and walnut picadillo or merguez later in the week.",https://www.nytimes.com/2022/05/29/dining/what-to-cook-this-week.html,612,"Make jalapeño grilled pork chops and root beer rickeys for Memorial Day, and walnut picadillo or merguez later in the week.",Dining,Food,,Letter,By Sam Sifton,
Gun in Texas Shooting Came From Company Known for Pushing Boundaries,2022-05-28T14:04:04Z,"Daniel Defense, which makes military-style rifles, was an early adopter of direct-to-consumer marketing and has a history of running provocative ads.",https://www.nytimes.com/2022/05/28/business/daniel-defense-rifle-texas-shooting-gun.html,1911,"Daniel Defense, which makes military-style rifles, was an early adopter of direct-to-consumer marketing and has a history of running provocative ads.",Business,Business,,News,By David Yaffe-Bellany and Jessica Silver-Greenberg,
America’s Human Sacrifices,2022-05-28T12:00:06Z,Guns don’t kill people. Doors do.,https://www.nytimes.com/2022/05/28/opinion/americas-human-sacrifices.html,1034,Guns don’t kill people. Doors do.,OpEd,Opinion,,Op-Ed,By Maureen Dowd,
Trump’s Primary Losses Puncture His Invincibility,2022-05-28T07:00:06Z,"With many of Donald J. Trump’s endorsed candidates falling to defeat in recent primaries, some Republicans see an opening for a post-Trump candidate in 2024.",https://www.nytimes.com/2022/05/28/us/politics/trump-endorsed-candidates-primary-elections.html,1642,"With many of Donald J. Trump’s endorsed candidates falling to defeat in recent primaries, some Republicans see an opening for a post-Trump candidate in 2024.",Politics,U.S.,Politics,News,By Shane Goldmacher and Maggie Haberman,
Your Friday Evening Briefing,2022-05-27T22:45:45Z,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/05/27/briefing/uvalde-india-memorial-day.html,1265,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,News,By Nancy Wartik and Daniel E. Slotnik,
What Dominated the World Economic Forum,2022-05-27T12:53:59Z,"Our takeaways from Davos, plus how some influencers hype crypto without disclosing their financial ties.",https://www.nytimes.com/2022/05/27/business/dealbook/davos-world-economic-forum-crypto-promotions.html,1729,"Our takeaways from Davos, plus how some influencers hype crypto without disclosing their financial ties.",Business,Business,DealBook,News,"By Andrew Ross Sorkin, Vivian Giang, Stephen Gandel, Lauren Hirsch, Ephrat Livni and Jenny Gross",
"The New York Times News Quiz, May 27, 2022",2022-05-27T09:00:02Z,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,https://www.nytimes.com/interactive/2022/05/27/briefing/news-quiz-georgia-primary-biden-taiwan.html,0,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,,Briefing,,Interactive Feature,,
New York’s Most Generous Tax Break Could Bite the Dust,2022-05-27T05:59:29Z,"The State Legislature is unlikely to renew the 421a subsidy, which for decades has benefited nearly every large residential real estate project in the city.",https://www.nytimes.com/2022/05/27/nyregion/421a-tax-break-subsidy-ny.html,1501,"The State Legislature is unlikely to renew the 421a subsidy, which for decades has benefited nearly every large residential real estate project in the city.",Metro,New York,,briefing,By James Barron,
Republican Governors Lose Their Dread of Trump,2022-05-26T23:00:06Z,Gov. Brian Kemp of Georgia just crushed a Trump-backed challenger. Many of his counterparts are also in strong political shape. And some are openly opposing their party’s leader.,https://www.nytimes.com/2022/05/26/us/politics/republican-governors-trump-kemp.html,1082,Gov. Brian Kemp of Georgia just crushed a Trump-backed challenger. Many of his counterparts are also in strong political shape. And some are openly opposing their party’s leader.,Politics,U.S.,Politics,News,By Blake Hounshell,
