headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
Trump Again Scorns Science on Masks and Vaccines,2020-09-16T09:11:45Z,"Michael Caputo, the top spokesman of the department overseeing the virus response, had accused government scientists of “sedition.” Here’s the latest.",https://www.nytimes.com/2020/09/16/world/covid-coronavirus.html,6321,"President Trump urged Republicans to “go for the much higher numbers” in stalled negotiations over another economic recovery package, undercutting his party’s push for a bare-bones plan.",Foreign,World,,News,,
"As Covid-19 Cases Rise, Europe Enters ‘Living-With-the-Virus Phase’",2020-09-15T09:20:30Z,"Europe’s approach contrasts sharply to the U.S., where restrictions to protect against the virus have been politically divisive. Catch up on the latest.",https://www.nytimes.com/2020/09/15/world/covid-coronavirus.html,6928,"People across the continent have largely gone back to work, even as the possibility of a second wave looms. Officials in Texas have recorded more than 700,000 coronavirus infections, and India’s caseload has topped five million.",Foreign,World,,News,,
N.I.H. Director Undercuts Trump’s Comments on Covid-19 Vaccines,2020-09-09T09:25:52Z,The National Institutes of Health director told a Senate panel that a vaccine would not be released unless it was safe and effective. Here’s the latest.,https://www.nytimes.com/2020/09/09/world/covid-coronavirus.html,6536,"The director, Dr. Francis Collins, took issue with President Trump’s suggestion that a coronavirus vaccine would be available by Election Day. Indonesia’s capital will reimpose restrictions.",Foreign,World,,News,,
"Coronavirus Can Be Deadly for Young Adults, Too, Study Finds",2020-09-10T09:20:19Z,A research letter from Harvard challenged the notion that young people are not affected by Covid-19. Catch up on the latest.,https://www.nytimes.com/2020/09/10/world/covid-19-coronavirus.html,5256,"India set another record for new infections, adding more than 96,000. The Senate did not approve a Republican proposal for more virus aid.",National,World,,News,,
"C.D.C. Halts Evictions, Citing Covid-19 Risks",2020-09-01T09:23:46Z,The agency’s action cited the coronavirus risk if tenants are forced into shelters or other crowded quarters. Catch up on the latest.,https://www.nytimes.com/2020/09/01/world/covid-19-coronavirus.html,5014,The agency said it wanted to keep renters out of shelters. Apple and Google are making it easier for states to adopt contact tracing apps. Australia’s economy fell into recession.,Foreign,World,,News,,
Stalled Talks Over Covid-19 Stimulus in the U.S. Show Signs of Life,2020-09-24T09:23:45Z,"Still, it remained far from clear that a deal would happen. Rio de Janeiro’s annual Carnival parade will be delayed next year. Catch up on the latest.",https://www.nytimes.com/2020/09/24/world/covid-coronavirus.html,4689,It was far from clear that Republican and Democratic negotiators would be able to reach a deal. Rio de Janeiro’s annual Carnival parade will be delayed for the first time in decades.,Foreign,World,,News,,
"Undercutting Scientists, Trump Says Tightening Covid-19 Vaccine Guidelines ‘Sounds Like a Political Move’",2020-09-23T09:10:28Z,President Trump suggested that the Food and Drug Administration’s new guidelines might have been driven by politics. Catch up on the latest.,https://www.nytimes.com/2020/09/23/world/covid-19-coronavirus.html,4563,"Dr. Anthony S. Fauci and three other top U.S. health officials told lawmakers they would take a vaccine approved by the F.D.A. Johnson & Johnson announced plans to enroll 60,000 people in a major vaccine trial. Israel will tighten its coronavirus restrictions on Friday.",Foreign,World,,News,,
Fourth-Largest U.S. School District to Allow Students Back in Classrooms,2020-09-22T09:20:10Z,"Clinical trials have not involved children, so vaccines for them may not arrive until the next school year. The British government is imposing new restrictions. Here’s the latest.",https://www.nytimes.com/2020/09/22/world/covid-coronavirus.html,6952,"Over 200,000 people have died in the U.S. from the coronavirus, a staggering toll. Japanese researchers suggest plastic face shields are insufficient to reduce the virus’s spread.",Foreign,World,,News,,
Drugmaker Pauses Covid-19 Vaccine Trial for Safety Review,2020-09-08T09:17:03Z,"AstraZeneca stopped global trials of its coronavirus vaccine because of a serious and unexpected adverse reaction, the company said. Here’s the latest.",https://www.nytimes.com/2020/09/08/world/covid-19-coronavirus.html,5646,Britain is expected to limit most social gatherings to six people after a spike in cases. A political uproar quashed plans for targeted lockdowns in Israel. People caught maskless in Indonesia were told to lie in a coffin as punishment.,Foreign,World,,News,,
How Many Lives Would a More Normal President Have Saved?,2020-09-05T19:30:30Z,Trump failed to meet the Covid-19 challenge. But it’s harder to judge whether the overall response was catastrophic or merely mediocre.,https://www.nytimes.com/2020/09/05/opinion/sunday/covid-19-trump.html,1219,Trump failed to meet the Covid-19 challenge. But it’s harder to judge whether the overall response was catastrophic or merely mediocre.,OpEd,Opinion,Sunday Opinion,Op-Ed,By Ross Douthat,
