headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
Where We Stand on the Pandemic,2020-08-25T10:00:05Z,"As summer draws to a close, four new developments in the treatment and understanding of the coronavirus have arisen in the United States and abroad.",https://www.nytimes.com/2020/08/25/podcasts/the-daily/coronavirus-plasma-reinfection.html,397,"As summer draws to a close, four new developments in the treatment and understanding of the coronavirus have arisen in the United States and abroad.",National,Podcasts,The Daily,News,,
"C.D.C. Changes Testing Guidance to Exclude People Without Covid-19 Symptoms, Worrying Experts",2020-08-25T09:24:50Z,"Experts questioned the change, pointing to the importance of finding infections in the brief window just before the onset of symptoms. Catch up on the latest.",https://www.nytimes.com/2020/08/25/world/covid-19-coronavirus.html,7730,"The U.S. first lady, Melania Trump, called Covid-19 an “invisible enemy” and acknowledged the pandemic’s human toll. Kim Jong-un acknowledged ‘shortcomings’ in North Korea’s fight against the virus.",Foreign,World,,News,,
Florida Judge Strikes Down Order Requiring Schools to Physically Reopen Amid Covid-19 Risks,2020-08-24T09:23:04Z,President Trump cited the approval as welcome news in the fight against the virus. The first confirmed case of reinfection was found in Hong Kong. Here’s the latest.,https://www.nytimes.com/2020/08/24/world/covid-19-coronavirus.html,7063,"Quarantine rules are expanding around the world, but not in America. The virus is circulating in Gaza. Researchers in Hong Kong find that in rare cases, a person can get reinfected.",Foreign,World,,News,,
College Officials Clamp Down on Student Behavior Over Covid-19 Fears,2020-08-20T09:27:09Z,"Shutdowns and warnings follow incidents on college campuses. In his convention speech, Joe Biden outlined a national strategy. Catch up on the latest.",https://www.nytimes.com/2020/08/20/world/coronavirus-covid.html,8275,Joe Biden criticized President Trump’s virus response and outlined a strategy to fight the pandemic. Overburdened health care specialists are finding themselves on the front lines as schools reopen.,Foreign,World,,News,,
"As U.S. Schools Move to Reopen Despite Covid-19, Teachers Threaten to Strike",2020-08-19T09:15:20Z,"Some teachers’ unions pushed to delay opening schools, and more colleges went online only. Gov. Andrew Cuomo of New York had a few regrets. Here’s the latest.",https://www.nytimes.com/2020/08/19/world/covid-19-coronavirus.html,6571,"Barack Obama and other Democrats denounced President Trump’s handling of the coronavirus crisis. North Korea said that floods, sanctions and the virus had hurt its economy.",Foreign,World,,News,,
U.N.C. at Chapel Hill Shifts to Remote Learning After a Covid-19 Outbreak,2020-08-17T09:22:13Z,The university at Chapel Hill announced its plans after new cases emerged. The postmaster general agreed to testify before a House panel. Catch up on the latest.,https://www.nytimes.com/2020/08/17/world/coronavirus-covid.html,6009,"The virus is roaring again in France. Louis DeJoy, the U.S. postmaster general, agreed to testify before the House Oversight Committee on Aug. 24.",Foreign,World,,News,,
Entertainment Is Power in Push for Racial Justice,2020-08-27T11:37:43Z,Pro sports are going on strike. Will other industries follow?,https://www.nytimes.com/2020/08/27/business/dealbook/nba-strike-business-impact.html,2074,Pro sports are going on strike. Will other industries follow?,Business,Business,DealBook,News,,
"Almost 500 Million Children Are Cut Off From School in Pandemic, Report Says",2020-08-26T09:24:06Z,"The Justice Department is considering an investigation of nursing-home outbreaks in four Democratic-led states, including New York.  California makes a deal to more than double testing capacity.",https://www.nytimes.com/2020/08/26/world/covid-19-coronavirus.html,5773,"The Justice Department is considering an investigation of nursing-home outbreaks in four Democratic-led states, including New York. California makes a deal to more than double testing capacity.",Foreign,World,,News,,
The Unique U.S. Failure to Control the Virus,2020-08-06T09:00:34Z,Slowing the coronavirus has been especially difficult for the United States because of its tradition of prioritizing individualism and missteps by the Trump administration.,https://www.nytimes.com/2020/08/06/us/coronavirus-us.html,5017,Slowing the coronavirus has been especially difficult for the United States because of its tradition of prioritizing individualism and missteps by the Trump administration.,National,U.S.,,News,By David Leonhardt and Lauren Leatherby,
U.S. Coronavirus Cases Top 6 Million,2020-08-30T12:00:59Z,The F.D.A. chief signaled willingness to approve a vaccine before human trials are complete. Global cases passed 25 million. Catch up on the latest.,https://www.nytimes.com/2020/08/30/world/coronavirus-covid.html,4801,"The jump in infections comes as the daily rate continues to decline. New Delhi is reopening its subway, even as India sets global records for new cases.",Foreign,World,,News,,
"U.S. Authorizes Plasma Treatment for Virus, but the Big Prize for the White House Is a Vaccine",2020-08-23T12:00:09Z,The agency approved the use of blood plasma from people who have recovered from the virus for the treatment of hospitalized patients. Here’s the latest.,https://www.nytimes.com/2020/08/23/world/covid-19-coronavirus.html,4276,"The fast-tracking could come before Phase 3 trials are complete, raising concerns. Life in China, where the pandemic began, is returning to normal.",Foreign,World,,News,,
"At Least 97,000 Children in the U.S. Tested Positive in Last 2 Weeks of July",2020-08-09T12:00:12Z,The report comes as parents and education leaders grapple with the challenges of resuming schooling. Catch up on the latest.,https://www.nytimes.com/2020/08/09/world/coronavirus-covid-19.html,3971,"Trump’s unilateral economic relief actions come under fire. Ohio’s governor urges use of rapid tests, but with caution after his false positive.",Foreign,World,,News,,
Scientists Worry About Political Influence Over Coronavirus Vaccine Project,2020-08-03T00:13:16Z,"Operation Warp Speed, the U.S.’s virus vaccine initiative, has moved along rapidly, but some fear pressure to deliver an October surprise for President Trump.",https://www.nytimes.com/2020/08/02/us/politics/coronavirus-vaccine.html,2389,Operation Warp Speed has moved along at a rapid clip. But some people involved in the process fear pressure to deliver an October surprise for President Trump.,Washington,U.S.,Politics,News,"By Sharon LaFraniere, Katie Thomas, Noah Weiland, Peter Baker and Annie Karni",
Birx Warns That U.S. Epidemic Is in a ‘New Phase’,2020-08-02T12:00:55Z,Dr. Deborah Birx urged Americans in hot spots to consider wearing a mask at home if they live with someone who is especially vulnerable.,https://www.nytimes.com/2020/08/02/world/coronavirus-covid-19.html,4318,Colleges are preparing to welcome students back to a complicated campus setting. India’s home minister tests positive.,Foreign,World,,News,,
California Moves Toward Easing Coronavirus Restrictions on Business,2020-08-28T09:20:59Z,Gov. Gavin Newsom’s new rules would allow some counties to reopen many businesses indoors with limits as early as Monday. Catch up on the latest.,https://www.nytimes.com/2020/08/28/world/covid-19-coronavirus.html,5894,"Local health departments called on the C.D.C. to change new recommendations that people without symptoms do not need to be tested. Many infected children show no symptoms, a study found.",Foreign,World,,News,,
"White House, Under Fire for Discouraging Coronavirus Testing, Says It Will Buy Millions of Test Kits",2020-08-27T09:19:24Z,The move came after the C.D.C. was criticized for discouraging some testing. President Trump promised a vaccine by the end of the year. Catch up on the latest.,https://www.nytimes.com/2020/08/27/world/covid-19-coronavirus.html,7177,"President Trump promised a vaccine by the end of the year. For hurricane-battered Louisiana and Texas, a confluence of disaster.",Foreign,World,,News,,
"Texas Has Too Many Cases to Reopen, Governor Warns",2020-08-11T09:39:20Z,Emerging clusters at U.S. schools raised concerns about community spread. The number of virus cases worldwide has now passed 20 million. Catch up on the latest.,https://www.nytimes.com/2020/08/11/world/coronavirus-covid-19.html,5182,Russia approved a vaccine that has yet to complete clinical trials. The White House announced a deal to manufacture 100 million doses of its vaccine candidate. New Zealand returned to a partial lockdown.,Foreign,World,,News,,
Trump’s Order on Coronavirus Relief Alarms Governors as Stimulus Talks Stall,2020-08-10T09:22:05Z,"Democrats were harshly critical of the order, and even Republicans said it could seriously strain their budgets. Catch up on the latest.",https://www.nytimes.com/2020/08/10/world/coronavirus-covid-19.html,6267,"The Trump administration is ordering schools on Native American reservations to reopen. California’s chief health officer has resigned. The pandemic has now sickened more than 20 million people, according to a Times database.",Foreign,World,,News,,
