headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
"In Rural America, Covid Hits Black and Hispanic People Hardest",2022-07-28T07:02:33Z,"At the peak of the Omicron wave, Covid killed Black Americans in rural areas at a rate roughly 34 percent higher than it did white people.",https://www.nytimes.com/2022/07/28/health/covid-deaths-black-hispanic-rural.html,1761,"At the peak of the Omicron wave, Covid killed Black Americans in rural areas at a rate roughly 34 percent higher than it did white people.",Science,Health,,News,By Benjamin Mueller,
