headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
15 New Books Coming in October,2022-09-29T09:00:51Z,"A deeply reported history of Covid-19; Maggie Haberman’s look at Donald J. Trump; stories by George Saunders, Alan Moore and Samanta Schweblin; and more.",https://www.nytimes.com/2022/09/29/books/october-new-book-list.html,804,"A deeply reported history of Covid-19; Maggie Haberman’s look at Donald J. Trump; stories by George Saunders, Alan Moore and Samanta Schweblin; and more.",Weekend,Books,,News,By Joumana Khatib,
"I Escaped Poverty, but Hunger Still Haunts Me",2022-09-29T09:00:13Z,"Food was scarce when I was growing up, so I ate all I could when I had the chance.",https://www.nytimes.com/2022/09/29/opinion/poverty-hunger-bingeing.html,2095,"Food was scarce when I was growing up, so I ate all I could when I had the chance.",OpEd,Opinion,,Op-Ed,By Bertrand Cooper,
The Guardrails,2022-09-29T09:00:11Z,A new class of American evangelical leaders is shaking up the Republican Party — and raising the stakes of the midterm elections.,https://www.nytimes.com/2022/09/29/podcasts/run-up-trump-evangelical-republican.html,119,A new class of American evangelical leaders is shaking up the Republican Party — and raising the stakes of the midterm elections.,Podcasts,Podcasts,,News,By ‘The Run-Up’ Team,
An Obama Book That Cuts Obama Out of the Picture,2022-09-28T23:00:05Z,,https://www.nytimes.com/2022/09/28/us/politics/pete-souza-obama-book.html,1211,,Politics,U.S.,Politics,News,By Blake Hounshell,
"Primary Care Doctors, Overwhelmed",2022-09-28T17:49:19Z,Readers respond to a story about a rural doctor with a heart condition brought on by her work. Also: Italy’s election; the MAGA threat; whales; carriage horses.,https://www.nytimes.com/2022/09/28/opinion/letters/doctors-burnout-stress.html,1105,Readers respond to a story about a rural doctor with a heart condition brought on by her work. Also: Italy’s election; the MAGA threat; whales; carriage horses.,Letters,Opinion,Letters,Letter,,
They Pay $500 a Month for a Loft in Brooklyn,2022-09-28T01:52:14Z,A lucky couple lives on the top floor of a building that was once a potato chip factory.,https://www.nytimes.com/2022/09/27/nyregion/500-rent-brooklyn-loft.html,1508,A lucky couple lives on the top floor of a building that was once a potato chip factory.,Metro,New York,,briefing,By James Barron,
"Youngkin Stumps With Kemp in Georgia, Urging Conservatives to Vote",2022-09-28T01:11:44Z,Brian Kemp’s re-election campaign has drawn a string of Republicans who have kept Donald Trump at a relative arm’s length.,https://www.nytimes.com/2022/09/27/us/politics/brian-kemp-youngkin-republicans-georgia.html,571,Brian Kemp’s re-election campaign has drawn a string of Republicans who have kept Donald Trump at a relative arm’s length.,National,U.S.,Politics,News,By Maya King,
Liberal Politics Needs a Lifeline. Emotion Could Be it.,2022-09-27T09:00:18Z,A Polish historian and journalist says she believes it is time for liberal politicians to lean harder on emotion the way populists have for years.,https://www.nytimes.com/2022/09/27/world/karolina-wigura-liberal-democracy-politics.html,1155,A Polish historian and journalist says she believes it is time for liberal politicians to lean harder on emotion the way populists have for years.,SpecialSections,World,,News,By Farah Nayeri,
"Ban Ki-moon Is Not Leading the U.N. Anymore, but He’s Still Working to Make Change",2022-09-27T09:00:17Z,"The former secretary general of the United Nations is striving to knock down barriers, foster friendship among nations, and campaign for peace and conflict resolution.",https://www.nytimes.com/2022/09/27/world/ban-ki-moon-democracy.html,1304,"The former secretary general of the United Nations is striving to knock down barriers, foster friendship among nations, and campaign for peace and conflict resolution.",SpecialSections,World,,News,By Farah Nayeri,
European Political Turmoil Roils Global Markets,2022-09-26T12:06:06Z,"Stocks and bonds in Europe and Asia fell on Monday, as did futures in American markets, as developments in Britain and Italy weighed on investors.",https://www.nytimes.com/2022/09/26/business/dealbook/europe-politics-global-stock-bond-sterling-markets.html,1679,"Stocks and bonds in Europe and Asia fell on Monday, as did futures in American markets, as developments in Britain and Italy weighed on investors.",Business,Business,DealBook,News,"By Andrew Ross Sorkin, Bernhard Warner, Vivian Giang, Sarah Kessler, Stephen Gandel, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",
