headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
This Land of Denial and Death,2020-03-30T21:35:41Z,Covid-19 and the dark side of American exceptionalism.,https://www.nytimes.com/2020/03/30/opinion/republicans-science-coronavirus.html,884,Covid-19 and the dark side of American exceptionalism.,OpEd,Opinion,,Op-Ed,By Paul Krugman,
President Trump’s Prime-Time Pandemic,2020-03-30T09:00:14Z,"The briefings have given the president a new regularly scheduled reality show — or, rather, a create-your-own-reality show, our chief television critic writes.",https://www.nytimes.com/2020/03/30/arts/television/trump-coronavirus-briefing.html,1276,"The coronavirus briefings have given Donald Trump a regularly scheduled reality show again — or, rather, a create-your-own-reality show.",Culture,Arts,Television,News,By James Poniewozik,
Is Maduro’s Indictment Anything More Than an American Bluff?,2020-03-30T09:00:10Z,Venezuela’s leader will use the charges against him to bolster support.,https://www.nytimes.com/2020/03/30/opinion/international-world/maduro-venezuela-trump.html,993,Venezuela’s leader will use the charges against him to bolster support.,OpEd,Opinion,Opinion | The World,Op-Ed,By Jorge G. Castañeda,
The Politics of a Pandemic,2020-03-29T23:49:51Z,Trump wants us to see him as defeating a foreign enemy.,https://www.nytimes.com/2020/03/29/opinion/coronavirus-pandemic-politics.html,864,Trump wants us to see him as defeating a foreign enemy.,OpEd,Opinion,,Op-Ed,By Charles M. Blow,
Nothing Matters Anymore (Except What Actually Does),2020-03-29T19:12:37Z,There’s so much I did two months ago that seems ludicrous now.,https://www.nytimes.com/2020/03/29/opinion/covid-distancing.html,1034,There’s so much I did two months ago that seems ludicrous now.,OpEd,Opinion,,Op-Ed,By Damon Young,
Tech Giants Prepared for 2016-Style Meddling. But the Threat Has Changed.,2020-03-29T17:49:17Z,"After spending billions to avoid a repeat of the 2016 election, Google, Facebook and Twitter are careening from crisis to crisis as their foes change tactics.",https://www.nytimes.com/2020/03/29/technology/facebook-google-twitter-november-election.html,2525,"After spending billions to avoid a repeat of 2016, the tech giants are careening from crisis to crisis as their foes change tactics.",Business,Technology,,News,"By Kevin Roose, Sheera Frenkel and Nicole Perlroth",
Covid-19 Brings Out All the Usual Zombies,2020-03-28T14:47:41Z,Why virus denial resembles climate denial.,https://www.nytimes.com/2020/03/28/opinion/coronavirus-trump-response.html,917,Why virus denial resembles climate denial.,OpEd,Opinion,,Op-Ed,By Paul Krugman,
Analyzing the Patterns in Trump’s Falsehoods About Coronavirus,2020-03-28T00:22:15Z,"For months, President Trump has minimized the severity of the pandemic, oversold his policies, blamed others and tried to rewrite history.",https://www.nytimes.com/2020/03/27/us/politics/trump-coronavirus-factcheck.html,1688,"For months, the president has downplayed the severity of the pandemic, overstated the impact of his policies and potential treatments, blamed others and tried to rewrite the history of his response.",Washington,U.S.,Politics,News,By Linda Qiu,
A Silent Spring Is Saying Something,2020-03-28T00:00:48Z,The eerie inhumanity of Donald Trump.,https://www.nytimes.com/2020/03/27/opinion/coronavirus-pandemic.html,1463,The eerie inhumanity of Donald Trump.,OpEd,Opinion,,Op-Ed,By Roger Cohen,
"In This Emergency, Mom Knows Best",2020-03-27T23:48:36Z,"Words of wisdom and experience, and a few humbling ones, too.",https://www.nytimes.com/2020/03/27/opinion/coronavirus-elderly.html,878,"Words of wisdom and experience, and a few humbling ones, too.",OpEd,Opinion,,Op-Ed,By Bret Stephens,
