headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
"Coronavirus Cases in U.S. Are Rising, Even as Death Rates Trend Down",2020-07-03T09:40:54Z,"The country’s daily infection report topped 50,000 again. Yet the virus appears to be killing fewer of the people it infects. Catch up on the latest.",https://www.nytimes.com/2020/07/03/world/coronavirus-updates.html,8000,"At least five U.S. states set single-day records on Friday as the country’s daily infection report passed 50,000 again. President Trump, in a speech at Mount Rushmore, barely mentioned the pandemic.",Foreign,World,,News,,
The Science of School Reopenings,2020-07-22T10:01:45Z,Several countries have found ways to reopen schools safely. But can the United States?,https://www.nytimes.com/2020/07/22/podcasts/the-daily/school-reopenings-coronavirus.html,287,Several countries have found ways to reopen schools safely. But can the United States?,Podcasts,Podcasts,The Daily,News,,
"Russian Interference, Angela Merkel, Afghan Women: Your Wednesday Briefing",2020-07-22T03:49:42Z,Here’s what you need to know.,https://www.nytimes.com/2020/07/21/briefing/russian-interference-angela-merkel-virus-trump.html,1500,Here’s what you need to know.,NYTNow,Briefing,,briefing,By Melina Delkic,
"Trump, in a Departure, Says Virus Will Get Worse",2020-07-21T09:19:56Z,"The landmark deal includes steps to help less wealthy countries, such as giving much of the money as grants. Here’s the latest.",https://www.nytimes.com/2020/07/21/world/coronavirus-covid-19.html,3723,"More than 20,000 members of the U.S. military have contracted the virus, and the infection rate has soared recently. Major security flaws were found in a South Korean quarantine app.",Foreign,World,,News,,
Inside Trump’s Failure: The Rush to Abandon Leadership Role on the Virus,2020-07-18T17:54:01Z,"The nation’s inability to control the pandemic can be traced to mid-April, when the White House embraced rosy projections to proclaim victory and move on.",https://www.nytimes.com/2020/07/18/us/politics/trump-coronavirus-response-failure-leadership.html,4616,"The roots of the nation’s current inability to control the pandemic can be traced to mid-April, when the White House embraced overly rosy projections to proclaim victory and move on.",Washington,U.S.,Politics,News,"By Michael D. Shear, Noah Weiland, Eric Lipton, Maggie Haberman and David E. Sanger",
"Fauci Back at the White House, a Day After Trump Aides Tried to Undermine Him",2020-07-13T23:39:58Z,"The visit underscored a reality for both President Trump and his most prominent coronavirus adviser, Dr. Anthony Fauci: They are stuck with each other.",https://www.nytimes.com/2020/07/13/us/politics/fauci-trump-coronavirus.html,1613,The visit underscored a reality for both the president and his most prominent coronavirus adviser: They are stuck with each other.,Washington,U.S.,Politics,News,By Michael D. Shear and Noah Weiland,
"As Trump Demanded Schools Reopen, His Experts Warned of ‘Highest Risk’",2020-07-11T00:42:04Z,A briefing packet for federal emergency response teams detailed the steps schools should take to reopen safely.,https://www.nytimes.com/2020/07/10/us/politics/trump-schools-reopening.html,1131,A briefing packet for federal emergency response teams details the steps schools should take to reopen safely.,Washington,U.S.,Politics,News,By Eileen Sullivan and Erica L. Green,
At Least 5 States Set Single-Day Coronavirus Case Records,2020-07-08T09:16:10Z,"The top health official in Tulsa, Okla., suggested that the surge was probably connected to President Trump’s campaign event. Here’s the latest.",https://www.nytimes.com/2020/07/08/world/coronavirus-updates.html,6119,Tulsa’s top health official said the Trump rally last month may have contributed to a local surge in cases. A study in England provided more evidence of crucial risk factors for Covid-19 deaths.,National,World,,News,,
Biden Warns Trump Not to ‘Hype’ Vaccines,2020-07-27T12:00:45Z,"Joe Biden’s campaign offered a snapshot of its strategy, and The Times checked back in on the top contenders to be his running mate.",https://www.nytimes.com/2020/07/27/us/elections/biden-vs-trump.html,4237,"The Democratic convention will require daily virus tests for attendees, and the University of Notre Dame withdrew as a debate host.",Politics,U.S.,Elections,News,,
"Research Boosts Evidence of Masks’ Utility, Some Experts Say",2020-07-27T09:34:16Z,Masks have long been known to prevent infected people from spreading the virus. Research now suggests they also protect the uninfected. Catch up on the latest.,https://www.nytimes.com/2020/07/27/world/coronavirus-covid-19.html,5679,"Masks have long been known to help stop infected people from spreading the virus, but some research suggests they also protect the uninfected. President Trump shared a video with misinformation about the virus.",Foreign,World,,News,,
