feature,importance
tfidf_country,0.0015920655890146573
tfidf_reports,0.0015919421741067358
tfidf_late night,0.001591852029782564
tfidf_jan,0.0015814346304607462
tfidf_funding,0.0015807121287520901
tfidf_news trump,0.00157563360295819
tfidf_blog closed ul,0.0015747579850389315
tfidf_presidential,0.0015701061931942093
tfidf_new cases,0.0015693481663681776
tfidf_democratic,0.0015685747047552408
tfidf_mask,0.0015669192745518532
tfidf_late night hosts,0.0015564684289084648
tfidf_12 coronavirus,0.0015448924507131183
tfidf_risk,0.0015439045221533844
tfidf_100,0.0015397401833495293
tfidf_markets,0.0015376147231632715
tfidf_feb,0.0015348353460895741
tfidf_closed ul,0.0015327694653243479
tfidf_closed ul li,0.0015327694653243479
tfidf_quarantine,0.001511387515052671
tfidf_2021 jan,0.0015016872570164782
tfidf_30,0.0015010059022626662
tfidf_hospital,0.0014825296932332093
tfidf_plan,0.0014689635615904246
tfidf_boris,0.0014331871191723654
tfidf_senate,0.001423595266159339
tfidf_care,0.0014176718064562704
tfidf_russia,0.0014007333765509475
tfidf_boris johnson,0.0013957079861349488
tfidf_live news trump,0.001391078097136541
tfidf_infections,0.0013859484125062103
tfidf_live li,0.0013669167654163188
tfidf_04,0.0013547795298975924
tfidf_days,0.00134639268979932
tfidf_officials,0.0013442025954769803
tfidf_com business live,0.0012906851739073748
tfidf_business live page,0.0012903409464273623
tfidf_01,0.0012851768473123705
tfidf_live coverage,0.0012846285010942504
tfidf_george,0.0012716832540435779
tfidf_federal,0.0012702766200688685
tfidf_business live 2020,0.0012686658389424823
tfidf_england,0.0012658480549127614
tfidf_03,0.0012342652620367964
tfidf_rate,0.0012336864226937425
tfidf_global report,0.0012084696551722654
tfidf_restrictions,0.0012008287390782232
tfidf_staff,0.0011780675960645214
tfidf_live coverage li,0.001162883589680883
tfidf_data,0.0011585751063425266
tfidf_politics live coverage,0.0011580422989110237
tfidf_tests positive,0.001151540970614582
tfidf_near,0.0011390349299171896
tfidf_results,0.0011324452537530808
tfidf_live trump,0.001109982017977169
tfidf_uk coronavirus,0.0010980732385858277
tfidf_speech,0.0010731351211059055
tfidf_live blog,0.0010675089938282363
tfidf_21,0.0010622276050098304
tfidf_georgia,0.0009927642954919904
tfidf_barrett,0.0009394627393623431
tfidf_sanders,0.0009391369710772469
tfidf_biden election,0.0009235262633975695
tfidf_press,0.0009151404008828996
tfidf_updates politics,0.0008636289372510462
tfidf_updates politics live,0.0008440171803046515
tfidf_ftse,0.0008132545229366218
tfidf_amy coney barrett,0.000811709952687566
tfidf_coney barrett,0.000811709952687566
tfidf_coney,0.000811709952687566
tfidf_emergency,0.0007694123581379906
tfidf_29,0.0007535170990402377
