,n_articles,resp_avg_net,resp_std_net,resp_median_net,resp_direction_dist,resp_pct_negative,resp_pct_positive,resp_pct_neutral,resp_pct_absent,resp_avg_intensity,sci_avg_net,sci_std_net,sci_median_net,sci_direction_dist,sci_pct_negative,sci_pct_positive,sci_pct_neutral,sci_pct_absent,sci_avg_intensity
NYT,180,-0.00371866385971168,0.014655586790843464,0.0,"{'absent': 151, 'negative': 21, 'neutral': 4, 'positive': 4}",11.666666666666666,2.2222222222222223,2.2222222222222223,83.88888888888889,0.006534453734325084,-0.0010134667573115442,0.008682248632657392,0.0,"{'absent': 167, 'negative': 9, 'positive': 4}",5.0,2.2222222222222223,0.0,92.77777777777779,0.002222859714016329
Guardian,8627,-0.0019911546535633005,0.01154697176918507,0.0,"{'absent': 7780, 'negative': 633, 'positive': 194, 'neutral': 20}",7.337429001970558,2.2487539121363165,0.2318303002202388,90.18198678567289,0.00336655907604769,-0.001006109079953728,0.007537145108441201,0.0,"{'absent': 8233, 'negative': 315, 'positive': 73, 'neutral': 6}",3.6513272284687606,0.8461805958038715,0.06954909006607164,95.4329430856613,0.001494365143602684
